memoria_max_meret,name,videokartya_memoria,processzor_orajel,memoria_foglalat,price,oprend,processzor_tipusa,memoria_tipusa,kijelzo_felbontas,link,videokartya_model,memoria_merete,videokartya_tipusa,processzor_modell,memoria_max_seb,kijelzo_meret
,<title>Acer Aspire F5-573G-50L6 NX.GHUEU.003 Notebook Árak - Acer Aspire F5-573G-50L6 NX.GHUEU.003 Laptop Akció</title>,4 GB,2.5 GHz,,"
          189 900 Ft-tól
      ",Linux,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-f5-573g-50l6-nx-ghueu-003-p350977595/,Nvidia GeForce 940MX,8 GB,Dedikált,7200U,2133 MHz,"15.6"""
8 GB,<title>ASUS X540LJ-XX571D Notebook Árak - ASUS X540LJ-XX571D Laptop Akció</title>,2 GB,2 GHz,1,"
          113 399 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i3,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/asus/x540lj-xx571d-p352119107/,Nvidia GeForce 920M,4 GB,Dedikált,5005U,1600 MHz,"15.6"""
12 GB,<title>ASUS VivoBook X556UQ-XO182D Notebook Árak - ASUS VivoBook X556UQ-XO182D Laptop Akció</title>,2 GB,2.3 GHz,1,"154 900 Ft 
      ",Operációs rendszer nélkül,Intel Core i3,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/asus/vivobook-x556uq-xo182d-p343987378/,Nvidia GeForce 940MX,4 GB,Dedikált,6100U,2133 MHz,"15.6"""
16 GB,<title>HP 250 G5 W4M39EA Notebook Árak - HP 250 G5 W4M39EA Laptop Akció</title>,2 GB,2.3 GHz,2,"
          169 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/hp/250-g5-w4m39ea-p342960374/,AMD Radeon R5 M430,4 GB,Dedikált,6200U,2133 MHz,"15"""
8 GB,<title>Lenovo IdeaPad 100 80QQ018UHV Notebook Árak - Lenovo IdeaPad 100 80QQ018UHV Laptop Akció</title>,2 GB,2 GHz,1,"
          116 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i3,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-100-80qq018uhv-p348694920/,Nvidia GeForce 920MX,4 GB,Dedikált,5005U,1600 MHz,"15.6"""
,<title>HP 15-ay104nh Y7Z12EA Notebook Árak - HP 15-ay104nh Y7Z12EA Laptop Akció</title>,2 GB,2.7 GHz,,"
          218 669 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/hp/15-ay104nh-y7z12ea-p349265935/,AMD Radeon R7 M440,8 GB,Dedikált,7500U,2133 MHz,"15.6"""
,<title>HP ProBook 450 G4 Z2Y64ES Notebook Árak - HP ProBook 450 G4 Z2Y64ES Laptop Akció</title>,2 GB,2.5 GHz,,"
          241 890 Ft-tól
      ",Windows 10 Home,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/hp/probook-450-g4-z2y64es-p355093761/,Nvidia GeForce 930MX,8 GB,Dedikált,7200U,2133 MHz,"15.6"""
,<title>ASUS X756UX-T4197D Notebook Árak - ASUS X756UX-T4197D Laptop Akció</title>,4 GB,2.5 GHz,,"
          243 290 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/asus/x756ux-t4197d-p352112653/,Nvidia GeForce GTX 950M,8 GB,Dedikált,7200U,2133 MHz,"17.3"""
12 GB,<title>ASUS K501UX-DM078T Notebook Árak - ASUS K501UX-DM078T Laptop Akció</title>,4 GB,2.5 GHz,1,"
          262 890 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/asus/k501ux-dm078t-p340559108/,Nvidia GeForce GTX 950M,8 GB,Dedikált,6500U,1600 MHz,"15.6"""
16 GB,<title>Lenovo IdeaPad Y700 80NV00X8HV Notebook Árak - Lenovo IdeaPad Y700 80NV00X8HV Laptop Akció</title>,4 GB,2.6 GHz,2,"
          287 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-y700-80nv00x8hv-p349045306/,Nvidia GeForce GTX 960M,8 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
,<title>Lenovo IdeaPad 500 80NT00N0HV Notebook Árak - Lenovo IdeaPad 500 80NT00N0HV Laptop Akció</title>,4 GB,2.3 GHz,,"
          189 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-500-80nt00n0hv-p328272099/,AMD Radeon R7 M360,4 GB,Dedikált,6200U,1600 MHz,"15.6"""
4 GB,<title>Lenovo IdeaPad 110 80UD004BHV Notebook Árak - Lenovo IdeaPad 110 80UD004BHV Laptop Akció</title>,2 GB,2.3 GHz,Nincs,"
          149 999 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-110-80ud004bhv-p348211496/,AMD Radeon R5 M430,4 GB,Dedikált,6200U,2133 MHz,"15.6"""
12 GB,<title>ASUS K501UX-DM080D Notebook Árak - ASUS K501UX-DM080D Laptop Akció</title>,2 GB,2.5 GHz,1,"
          214 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/asus/k501ux-dm080d-p338335268/,Nvidia GeForce GTX 950M,4 GB,Dedikált,6500U,1600 MHz,"15.6"""
16 GB,<title>HP Pavilion 15-ab109nh V4M07EA Notebook Árak - HP Pavilion 15-ab109nh V4M07EA Laptop Akció</title>,2 GB,2 GHz,2,"
          189 990 Ft-tól
      ",Windows 10 Home,AMD A-sorozat,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/hp/pavilion-15-ab109nh-v4m07ea-p329144397/,AMD Radeon R7 M360,4 GB,Dedikált,A10-8780P,1600 MHz,"15.6"""
,<title>ASUS X751SV-TY005T Notebook Árak - ASUS X751SV-TY005T Laptop Akció</title>,1 GB,1.6 GHz,,"
          116 999 Ft-tól
      ",Windows 10 Home,Intel Celeron,DDR3,1600 x 900,https://www.arukereso.hu/notebook-c3100/asus/x751sv-ty005t-p352270561/,Nvidia GeForce 920MX,4 GB,Dedikált,N3160,1600 MHz,"17.3"""
,<title>Dell Inspiron 5567 228907 Notebook Árak - Dell Inspiron 5567 228907 Laptop Akció</title>,4 GB,2.7 GHz,,"
          276 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5567-228907-p365320013/,AMD Radeon R7 M445,16 GB,Dedikált,7500U,2400 MHz,"15.6"""
16 GB,<title>ASUS N551JW-CN211H Notebook Árak - ASUS N551JW-CN211H Laptop Akció</title>,2 GB,2.8 GHz,2,"329 900 Ft 
      ",Windows 8.1,Intel Core i5,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/asus/n551jw-cn211h-p305083589/,Nvidia GeForce GTX 960M,8 GB,Dedikált,4200H,1600 MHz,"15.6"""
,<title>Acer Aspire V Nitro VN7-572G-51HP LIN NH.G6GEU.002 Notebook Árak - Acer Aspire V Nitro VN7-572G-51HP LIN NH.G6GEU.002 Laptop Akció</title>,2 GB,2.3 GHz,,"
          227 690 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-v-nitro-vn7-572g-51hp-lin-nh-g6geu-002-p360889175/,Nvidia GeForce 945M,8 GB,Dedikált,6200U,2133 MHz,"15.6"""
,<title>HP 15-ac133nh V2H89EA Notebook Árak - HP 15-ac133nh V2H89EA Laptop Akció</title>,2 GB,2 GHz,,"
          159 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/hp/15-ac133nh-v2h89ea-p329159551/,AMD Radeon R5 M330,4 GB,Dedikált,4510U,1600 MHz,"15.6"""
16 GB,<title>Lenovo IdeaPad  310 80SM00MAHV Notebook Árak - Lenovo IdeaPad  310 80SM00MAHV Laptop Akció</title>,2 GB,2.3 GHz,1,"
          140 125 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i3,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-310-80sm00mahv-p342911164/,Nvidia GeForce 920MX,4 GB,Dedikált,6100U,2133 MHz,"15.6"""
,<title>HP 15-ay113nh 1DM19EA Notebook Árak - HP 15-ay113nh 1DM19EA Laptop Akció</title>,2 GB,2.5 GHz,,"
          179 790 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/hp/15-ay113nh-1dm19ea-p356818579/,AMD Radeon R5 M430,4 GB,Dedikált,7200U,2133 MHz,"15.6"""
16 GB,<title>Acer Aspire E5-571G-5029 LIN NX.MRFEU.031 Notebook Árak - Acer Aspire E5-571G-5029 LIN NX.MRFEU.031 Laptop Akció</title>,2 GB,1.7 GHz,2,"
          129 650 Ft-tól
      ",Linux,Intel Core i5,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/acer/aspire-e5-571g-5029-lin-nx-mrfeu-031-p306340223/,Nvidia GeForce 820M,4 GB,Dedikált,4210U,1600 MHz,"15.6"""
16 GB,<title>Acer Aspire E5-573G-36PD LIN NX.MVMEU.037 Notebook Árak - Acer Aspire E5-573G-36PD LIN NX.MVMEU.037 Laptop Akció</title>,2 GB,2 GHz,2,"131 899 Ft 
      ",Operációs rendszer nélkül,Intel Core i3,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/acer/aspire-e5-573g-36pd-lin-nx-mvmeu-037-p336651400/,Nvidia GeForce 920M,4 GB,Dedikált,5005U,1600 MHz,"15.6"""
12 GB,<title>ASUS K501UB-DM062D Notebook Árak - ASUS K501UB-DM062D Laptop Akció</title>,2 GB,2.5 GHz,1,"
          258 900 Ft
        ",Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/asus/k501ub-dm062d-p333893068/,Nvidia GeForce 940M,8 GB,Dedikált,6500U,1600 MHz,"15.6"""
12 GB,<title>ASUS K501UB-XX139D Notebook Árak - ASUS K501UB-XX139D Laptop Akció</title>,2 GB,2.5 GHz,1,"
          199 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/asus/k501ub-xx139d-p343480752/,Nvidia GeForce 940M,8 GB,Dedikált,6500U,1600 MHz,"15.6"""
,<title>Dell Inspiron 5567 229113 Notebook Árak - Dell Inspiron 5567 229113 Laptop Akció</title>,4 GB,2.7 GHz,,"
          272 900 Ft-tól
      ",Linux,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5567-229113-p365594531/,AMD Radeon R7 M445,16 GB,Dedikált,7500U,2400 MHz,"15.6"""
32 GB,<title>Acer Aspire E5-774G-71CX LIN NX.GEDEU.006 Notebook Árak - Acer Aspire E5-774G-71CX LIN NX.GEDEU.006 Laptop Akció</title>,2 GB,2.5 GHz,2,"
          259 899 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-e5-774g-71cx-lin-nx-gedeu-006-p342898190/,Nvidia GeForce GTX 950M,8 GB,Dedikált,6500U,2133 MHz,"17.3"""
32 GB,<title>HP ProBook 470 G4 Y8A96EA Notebook Árak - HP ProBook 470 G4 Y8A96EA Laptop Akció</title>,2 GB,2.5 GHz,2,"
          294 900 Ft-tól
      ",Windows 10 Pro,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/hp/probook-470-g4-y8a96ea-p348452810/,Nvidia GeForce 930MX,8 GB,Dedikált,7200U,2133 MHz,"17.3"""
,<title>HP 15-ay015nh X5C90EA Notebook Árak - HP 15-ay015nh X5C90EA Laptop Akció</title>,4 GB,2.3 GHz,,"
          189 900 Ft
        ",Operációs rendszer nélkül,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/hp/15-ay015nh-x5c90ea-p346559920/,AMD Radeon R7 M440,8 GB,Dedikált,6200U,2133 MHz,"15.6"""
16 GB,<title>ASUS VivoBook Pro N552VW-FW037D Notebook Árak - ASUS VivoBook Pro N552VW-FW037D Laptop Akció</title>,2 GB,2.3 GHz,2,"
          239 999 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/asus/vivobook-pro-n552vw-fw037d-p330350643/,Nvidia GeForce GTX 960M,4 GB,Dedikált,6300HQ,1600 MHz,"15.6"""
,<title>ASUS VivoBook Max X541SC-XO070D Notebook Árak - ASUS VivoBook Max X541SC-XO070D Laptop Akció</title>,1 GB,1.6 GHz,,"
          88 900 Ft-tól
      ",Operációs rendszer nélkül,Intel DualCore,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/asus/vivobook-max-x541sc-xo070d-p364739935/,Nvidia GeForce 810M,4 GB,Dedikált,N3060,1600 MHz,"15.6"""
16 GB,<title>Lenovo IdeaPad G50-45 80E301GCHV Notebook Árak - Lenovo IdeaPad G50-45 80E301GCHV Laptop Akció</title>,2 GB,1.8 GHz,2,"
          89 880 Ft-tól
      ",Operációs rendszer nélkül,AMD A-sorozat,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-g50-45-80e301gchv-p297116933/,AMD Radeon R5 M330,4 GB,Dedikált,A6-6310,1600 MHz,"15.6"""
,<title>Dell Inspiron 7567 226950 Notebook Árak - Dell Inspiron 7567 226950 Laptop Akció</title>,4 GB,2.5 GHz,,"
          286 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-7567-226950-p366453269/,Nvidia GeForce GTX 1050,8 GB,Dedikált,7300HQ,2400 MHz,"15.6"""
8 GB,<title>ASUS VivoBook Flip TP301UJ-C4112T Notebook Árak - ASUS VivoBook Flip TP301UJ-C4112T Laptop Akció</title>,2 GB,2.3 GHz,Nincs,"
          219 999 Ft-tól
      ",Windows 10 Home,Intel Core i3,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/asus/vivobook-flip-tp301uj-c4112t-p343668682/,Nvidia GeForce 920M,8 GB,Dedikált,6100U,1600 MHz,"13.3"""
16 GB,<title>Dell Inspiron 5559 210727 Notebook Árak - Dell Inspiron 5559 210727 Laptop Akció</title>,2 GB,2.3 GHz,2,"
          154 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5559-210727-p332159969/,AMD Radeon R5 M335,4 GB,Dedikált,6200U,1600 MHz,"15.6"""
32 GB,<title>ASUS ROG GL752VW-T4003D Notebook Árak - ASUS ROG GL752VW-T4003D Laptop Akció</title>,2 GB,2.6 GHz,2,"
          269 900 Ft
        ",Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/asus/rog-gl752vw-t4003d-p333957022/,Nvidia GeForce GTX 960M,8 GB,Dedikált,6700HQ,2133 MHz,"17.3"""
8 GB,<title>Acer Aspire E1-570G-53334G50Mnkk LIN NX.MEREU.009 Notebook Árak - Acer Aspire E1-570G-53334G50Mnkk LIN NX.MEREU.009 Laptop Akció</title>,1 GB,1.8 GHz,2,"
          134 899 Ft
        ",Linux,Intel Core i5,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/acer/aspire-e1-570g-53334g50mnkk-lin-nx-mereu-009-p273485791/,Nvidia GeForce GT 720M,4 GB,Dedikált,3337U,1600 MHz,"15.6"""
,<title>Acer Aspire E5-774G-58FS LIN NX.GG7EU.026 Notebook Árak - Acer Aspire E5-774G-58FS LIN NX.GG7EU.026 Laptop Akció</title>,2 GB,2.5 GHz,,"
          199 900 Ft
        ",Linux,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-e5-774g-58fs-lin-nx-gg7eu-026-p358837825/,Nvidia GeForce 940MX,8 GB,Dedikált,7200U,2133 MHz,"17.3"""
16 GB,<title>ASUS VivoBook X556UV-XO066D Notebook Árak - ASUS VivoBook X556UV-XO066D Laptop Akció</title>,2 GB,2.5 GHz,1,"
          206 590 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/asus/vivobook-x556uv-xo066d-p353276415/,Nvidia GeForce 920MX,8 GB,Dedikált,6500U,2133 MHz,"15.6"""
,<title>Acer Aspire E5-575G-54PF LIN NX.GDYEU.002 Notebook Árak - Acer Aspire E5-575G-54PF LIN NX.GDYEU.002 Laptop Akció</title>,2 GB,2.3 GHz,,"
          174 899 Ft-tól
      ",Linux,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-e5-575g-54pf-lin-nx-gdyeu-002-p341691820/,Nvidia GeForce GTX 950M,4 GB,Dedikált,6200U,2133 MHz,"15.6"""
,<title>ASUS ROG GL553VW-FY053D Notebook Árak - ASUS ROG GL553VW-FY053D Laptop Akció</title>,4 GB,2.6 GHz,,"
          274 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/asus/rog-gl553vw-fy053d-p353929963/,Nvidia GeForce GTX 960M,4 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
,<title>Lenovo Legion Y520 80WK009AHV Notebook Árak - Lenovo Legion Y520 80WK009AHV Laptop Akció</title>,4 GB,2.5 GHz,,"
          262 500 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/lenovo/legion-y520-80wk009ahv-p361848045/,Nvidia GeForce GTX 1050,4 GB,Dedikált,7300HQ,2400 MHz,"15.6"""
8 GB,<title>ASUS X540LJ-XX011D Notebook Árak - ASUS X540LJ-XX011D Laptop Akció</title>,1 GB,1.7 GHz,1,"
          119 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i3,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/asus/x540lj-xx011d-p334179916/,Nvidia GeForce 920M,4 GB,Dedikált,4005U,1600 MHz,"15.6"""
8 GB,<title>ASUS X540LJ-XX097D Notebook Árak - ASUS X540LJ-XX097D Laptop Akció</title>,2 GB,2.2 GHz,1,"
          155 880 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/asus/x540lj-xx097d-p343987374/,Nvidia GeForce 920M,4 GB,Dedikált,5200U,1600 MHz,"15.6"""
16 GB,<title>Acer Aspire E5-573G-545V LIN NX.MVMEU.105 Notebook Árak - Acer Aspire E5-573G-545V LIN NX.MVMEU.105 Laptop Akció</title>,2 GB,1.6 GHz,2,"
          144 900 Ft-tól
      ",Linux,Intel Core i5,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-e5-573g-545v-lin-nx-mvmeu-105-p349265195/,Nvidia GeForce 920M,4 GB,Dedikált,4200U,1600 MHz,"15.6"""
16 GB,<title>Dell Inspiron 5559 208968 Notebook Árak - Dell Inspiron 5559 208968 Laptop Akció</title>,4 GB,2.5 GHz,2,"
          279 990 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5559-208968-p330223097/,AMD Radeon R5 M335,8 GB,Dedikált,6500U,1600 MHz,"15.6"""
32 GB,<title>Dell Inspiron 5567 INSP5567-15 Notebook Árak - Dell Inspiron 5567 INSP5567-15 Laptop Akció</title>,4 GB,2.5 GHz,2,"
          214 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5567-insp5567-15-p353924691/,AMD Radeon R7 M445,8 GB,Dedikált,7200U,2400 MHz,"15.6"""
4 GB,<title>ASUS VivoBook Max X541SC-XO031D Notebook Árak - ASUS VivoBook Max X541SC-XO031D Laptop Akció</title>,1 GB,1.6 GHz,Nincs,"
          98 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Pentium,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/asus/vivobook-max-x541sc-xo031d-p353776511/,Nvidia GeForce 810M,4 GB,Dedikált,N3710,1600 MHz,"15.6"""
16 GB,<title>Lenovo IdeaPad 310 80TV00P4HV Notebook Árak - Lenovo IdeaPad 310 80TV00P4HV Laptop Akció</title>,2 GB,2.5 GHz,1,"
          154 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i5,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-310-80tv00p4hv-p350982183/,Nvidia GeForce 920MX,4 GB,Dedikált,7200U,2133 MHz,"15.6"""
,<title>Dell Inspiron 5559 212754 Notebook Árak - Dell Inspiron 5559 212754 Laptop Akció</title>,4 GB,2.5 GHz,,"
          214 900 Ft
        ",Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5559-212754-p337687086/,AMD Radeon R5 M335,8 GB,Dedikált,6500U,1600 MHz,"15.6"""
32 GB,<title>Dell Inspiron 5567 223703 Notebook Árak - Dell Inspiron 5567 223703 Laptop Akció</title>,4 GB,2.7 GHz,2,"
          244 900 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/dell/inspiron-5567-223703-p353924283/,AMD Radeon R7 M445,8 GB,Dedikált,7500U,2400 MHz,"15.6"""
,<title>Dell Inspiron 3567 DI3567A2-7500-8GH1TD4FG-11 Notebook Árak - Dell Inspiron 3567 DI3567A2-7500-8GH1TD4FG-11 Laptop Akció</title>,2 GB,2.7 GHz,,"
          201 760 Ft-tól
      ",Linux,Intel Core i7,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/dell/inspiron-3567-di3567a2-7500-8gh1td4fg-11-p355968025/,AMD Radeon R5 M430,8 GB,Dedikált,7500U,2133 MHz,"15.6"""
16 GB,<title>ASUS R510VX-DM049D Notebook Árak - ASUS R510VX-DM049D Laptop Akció</title>,4 GB,2.6 GHz,1,"
          249 900 Ft
        ",Operációs rendszer nélkül,Intel Core i7,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/asus/r510vx-dm049d-p352274309/,Nvidia GeForce GTX 950M,8 GB,Dedikált,6700HQ,2133 MHz,"15"""
16 GB,<title>Acer Aspire E5-573G-55G4 LIN NX.MVMEU.027 Notebook Árak - Acer Aspire E5-573G-55G4 LIN NX.MVMEU.027 Laptop Akció</title>,2 GB,1.7 GHz,2,"149 900 Ft 
      ",Operációs rendszer nélkül,Intel Core i5,DDR3,1366 x 768,https://www.arukereso.hu/notebook-c3100/acer/aspire-e5-573g-55g4-lin-nx-mvmeu-027-p329397817/,Nvidia GeForce 920M,4 GB,Dedikált,4210U,1600 MHz,"15.6"""
,<title>ASUS X756UQ-T4042D Notebook Árak - ASUS X756UQ-T4042D Laptop Akció</title>,2 GB,2.3 GHz,,"
          174 990 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i3,DDR4,1600 x 900,https://www.arukereso.hu/notebook-c3100/asus/x756uq-t4042d-p344892398/,Nvidia GeForce 940MX,4 GB,Dedikált,6100U,2133 MHz,"17.3"""
,<title>HP 15-ac124nh V2G66EA Notebook Árak - HP 15-ac124nh V2G66EA Laptop Akció</title>,2 GB,2.2 GHz,,"157 900 Ft 
      ",Operációs rendszer nélkül,Intel Core i5,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/hp/15-ac124nh-v2g66ea-p329011731/,AMD Radeon R5 M330,4 GB,Dedikált,5200U,1600 MHz,"15.6"""
12 GB,<title>ASUS X751SJ-TY005D Notebook Árak - ASUS X751SJ-TY005D Laptop Akció</title>,1 GB,1.6 GHz,1,"
          105 750 Ft-tól
      ",Operációs rendszer nélkül,Intel Celeron,DDR3,1600 x 900,https://www.arukereso.hu/notebook-c3100/asus/x751sj-ty005d-p333530069/,Nvidia GeForce 920M,4 GB,Dedikált,N3150,1600 MHz,"17.3"""
,<title>HP 250 G5 1KA31ES Notebook Árak - HP 250 G5 1KA31ES Laptop Akció</title>,2 GB,,,"
          188 458 Ft
        ",Windows 10 Home,Intel Core i5,,1920 x 1080,https://www.arukereso.hu/notebook-c3100/hp/250-g5-1ka31es-p362484129/,AMD Radeon R5 M430,8 GB,Dedikált,7200U,,"15.6"""
,<title>Acer Aspire E5-575G-58UN LIN NX.GDVEU.003 Notebook Árak - Acer Aspire E5-575G-58UN LIN NX.GDVEU.003 Laptop Akció</title>,2 GB,2.3 GHz,,"
          165 990 Ft-tól
      ",Linux,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-e5-575g-58un-lin-nx-gdveu-003-p342099660/,Nvidia GeForce 940MX,4 GB,Dedikált,6200U,2133 MHz,"15.6"""
,<title>Lenovo IdeaPad 110 80VK0001GE Notebook Árak - Lenovo IdeaPad 110 80VK0001GE Laptop Akció</title>,2 GB,,,"
          156 997 Ft
        ",Windows 10 Home,Intel Core i5,,1600 x 900,https://www.arukereso.hu/notebook-c3100/lenovo/ideapad-110-80vk0001ge-p366114691/,AMD Radeon R5 M430,8 GB,Dedikált,7200U,,"17.3"""
,<title>Acer Aspire E5-575G-51UZ LIN NX.GDZEU.052 Notebook Árak - Acer Aspire E5-575G-51UZ LIN NX.GDZEU.052 Laptop Akció</title>,2 GB,2.5 GHz,,"
          213 959 Ft
        ",Operációs rendszer nélkül,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-e5-575g-51uz-lin-nx-gdzeu-052-p350595795/,Nvidia GeForce GTX 950M,8 GB,Dedikált,7200U,2133 MHz,"15.6"""
32 GB,<title>Acer Aspire E5-575G-53NN LIN NX.GDZEU.003 Notebook Árak - Acer Aspire E5-575G-53NN LIN NX.GDZEU.003 Laptop Akció</title>,2 GB,2.3 GHz,2,"193 899 Ft 
      ",Linux,Intel Core i5,DDR4,1920 x 1080,https://www.arukereso.hu/notebook-c3100/acer/aspire-e5-575g-53nn-lin-nx-gdzeu-003-p341782192/,Nvidia GeForce GTX 950M,4 GB,Dedikált,6200U,2133 MHz,"15.6"""
12 GB,<title>ASUS K501UX-DM144T Notebook Árak - ASUS K501UX-DM144T Laptop Akció</title>,4 GB,2.5 GHz,1,"
          289 300 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR3,1920 x 1080,https://www.arukereso.hu/notebook-c3100/asus/k501ux-dm144t-p341193764/,Nvidia GeForce GTX 950M,8 GB,Dedikált,6500U,1600 MHz,"15.6"""
16 GB,<title>ASUS VivoBook Max X541UV-XO168D Notebook Árak - ASUS VivoBook Max X541UV-XO168D Laptop Akció</title>,2 GB,2.5 GHz,1,"
          198 000 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR4,1366 x 768,https://www.arukereso.hu/notebook-c3100/asus/vivobook-max-x541uv-xo168d-p349996841/,Nvidia GeForce 920MX,8 GB,Dedikált,6500U,2133 MHz,"15.6"""
