description,price,rank,link,other_name,g3d_mark,name
,,7,http://www.videocardbenchmark.net/gpu.php?gpu=MOBILITY+RADEON+9000+IGP&id=466,"ATI MOBILITY RADEON 9000 IGP, ATI MOBILITY RADEON 9000 IGP (DNA 3.6.5.1-Normal), MOBILITY RADEON 9000 IGP",NA,MOBILITY RADEON 9000 IGP
"Bus Interface: AGP 4x, Max Memory Size: 64 MB, Core Clock(s): 250 MHz, Memory Clock(s): 200 MHz, Graphics API Support: DirectX 8.1 OpenGL 1.4",,3,http://www.videocardbenchmark.net/gpu.php?gpu=MOBILITY+RADEON+9000&id=465,"ATI MOBILITY RADEON 9000, ATI MOBILITY RADEON 9000 (Dell), ATI MOBILITY RADEON 9000 (Omega 2.6.42), MOBILITY RADEON 9000",NA,MOBILITY RADEON 9000
"Bus Interface: AGP 4x, Max Memory Size: 64 MB, Core Clock(s): 280 MHz, Memory Clock(s): 200 MHz, Graphics API Support: DirectX 7 OpenGL 1.3",,4,http://www.videocardbenchmark.net/gpu.php?gpu=MOBILITY+RADEON+7500&id=464,"ATI MOBILITY RADEON 7500, ATI MOBILITY RADEON 7500 (DNA-ATi 4.5.6.1-32x), ATI MOBILITY RADEON 7500 (Omega 2.6.71), ATI MOBILITY RADEON 7500 (Omega 2.6.87), ATI MOBILITY RADEON 7500 (Omega 3.8.231), ATI MOBILITY RADEON 7500 (Omega 3.8.252), MOBILITY RADEON 7500",NA,MOBILITY RADEON 7500
,,6,http://www.videocardbenchmark.net/gpu.php?gpu=MOBILITY+RADEON+7000+IGP&id=463,ATI MOBILITY RADEON 7000 IGP,NA,MOBILITY RADEON 7000 IGP
,,88,http://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+4100&id=462,"ATI Mobility Radeon 4100, ATI Mobility Radeon 4100 (Engineering Sample - WDDM v1.1)",NA,Mobility Radeon 4100
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 256 MB, Core Clock(s): 680 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 10.1 SM 4.1 OpenGL 2.1",,227,http://www.videocardbenchmark.net/gpu.php?gpu=Mobility+FireGL+V5725&id=455,ATI Mobility FireGL V5725,NA,Mobility FireGL V5725
"Bus Interface: PCIe x16, Max Memory Size: 256 MB, Core Clock(s): 450 MHz, Memory Clock(s): 350 MHz, Graphics API Support: DirectX 9.0c OpenGL 2",,26,http://www.videocardbenchmark.net/gpu.php?gpu=MOBILITY+FireGL+V5250&id=453,ATI MOBILITY FireGL V5250,NA,MOBILITY FireGL V5250
"Bus Interface: PCIe x16, Max Memory Size: 256 MB, Core Clock(s): 425 MHz, Memory Clock(s): 475 MHz, Graphics API Support: DirectX 9.0c OpenGL 2",,44,http://www.videocardbenchmark.net/gpu.php?gpu=MOBILITY+FireGL+V5200&id=99,ATI MOBILITY FireGL V5200,NA,MOBILITY FireGL V5200
"Bus Interface: PCIe x16, Max Memory Size: 128 MB, Core Clock(s): 350 MHz, Memory Clock(s): 425 MHz, Graphics API Support: DirectX 9.0b OpenGL 2",,81,http://www.videocardbenchmark.net/gpu.php?gpu=MOBILITY+FireGL+V5000&id=452,ATI MOBILITY FireGL V5000,NA,MOBILITY FireGL V5000
"Bus Interface: PCIe x16, Max Memory Size: 128 MB, Core Clock(s): 400 MHz, Memory Clock(s): 250 MHz, Graphics API Support: DirectX 9.0b OpenGL 2",,61,http://www.videocardbenchmark.net/gpu.php?gpu=MOBILITY+FireGL+V3200&id=451,"ATI MOBILITY FireGL V3200, MOBILITY FireGL V3200",NA,MOBILITY FireGL V3200
"Bus Interface: AGP 4X, Max Memory Size: 128 MB, Core Clock(s): 320 MHz, Memory Clock(s): 200 MHz, Graphics API Support: DirectX 9 OpenGL 2",,33,http://www.videocardbenchmark.net/gpu.php?gpu=MOBILITY+FIREGL+T2%2FT2e&id=449,ATI MOBILITY FIRE GL T2/T2e,NA,MOBILITY FIREGL T2/T2e
"Bus Interface: AGP 4X, Max Memory Size: 128 MB, Core Clock(s): 320 MHz, Memory Clock(s): 200 MHz, Graphics API Support: DirectX 9 OpenGL 2",,39,http://www.videocardbenchmark.net/gpu.php?gpu=MOBILITY+FIREGL+T2&id=448,ATI MOBILITY FIRE GL T2,NA,MOBILITY FIREGL T2
,,44,http://www.videocardbenchmark.net/gpu.php?gpu=Mobile+Intel+serie+4+Express&id=2460,Mobile Intel(R) serie 4 Express Chipset Family,NA,Mobile Intel serie 4 Express
,,24,http://www.videocardbenchmark.net/gpu.php?gpu=Mobile+Intel+965+Express-Chipsatzfamilie&id=2916,Mobile Intel(R) 965 Express-Chipsatzfamilie,NA,Mobile Intel 965 Express-Chipsatzfamilie
,,408,http://www.videocardbenchmark.net/gpu.php?gpu=Mobile+Intel+HD&id=1088,Mobile Intel(R) HD Graphics,NA,Mobile Intel HD
,,19,http://www.videocardbenchmark.net/gpu.php?gpu=Mobile+Intel+965+Express&id=1066,"Familia Mobile Intel(R) 965 Express Chipset, Mobile Intel 965 Express, Mobile Intel(R) - famiglia Express Chipset 965, Mobile Intel(R) 965 Express Chipset Family, Mobile Intel(R) 965 Express Chipset Family ( Sigma, Mobile Intel(R) 965 Express Chipset Family ( Sigma 3.0 32bit ), Mobile Intel(R) 965 Express Chipset Family (Extrem",NA,Mobile Intel 965 Express
,,5,http://www.videocardbenchmark.net/gpu.php?gpu=Mobile+Intel+945GM%2FGU+Express&id=1085,Mobile Intel(R) 945GM/GU Express Chipset Family,NA,Mobile Intel 945GM/GU Express
,,5,http://www.videocardbenchmark.net/gpu.php?gpu=Mobile+Intel+945+Express&id=1062,"Familia Mobile Intel(R) 945 Express Chipset, Mobile Intel 945 Express, Mobile Intel(R) 945 Express Chipset Family, Mobile Intel(R) 945 Express Chipset Family(PHDGD Calistoga 1.0), Mobile Intel(R) 945 Express-Chipsatzfamilie, Mobile Intel(R) 945 famiglia Express Chipset",NA,Mobile Intel 945 Express
,,5,http://www.videocardbenchmark.net/gpu.php?gpu=Mobile+Intel+945GM+Express&id=1083,"Kontroler Mobile Intel(R) 945GM Express Chipset Co, Mobile Intel 945GM 3xpress Chipset Family, Mobile Intel(R) 945GM Express Chipset Family, Mobile Intel(R) 945GM Express-Chipsatz-Controller",NA,Mobile Intel 945GM Express
,,4,http://www.videocardbenchmark.net/gpu.php?gpu=Mobile+Intel+915GM%2FGMS%2F910GML+Express&id=2393,"Familia Mobile Intel(R) 915GM/GMS/910GML Express C, Mobile Intel 915GM/GMS 910GML Express Chipset F, Mobile Intel(R) 915GM,910ML,915MS Express Chipset, Mobile Intel(R) 915GM/GMS,910GML Express Chipset F, Mobile Intel(R) 915GM/GMS,910GML Express Chipset Family, Mobile Intel(R) 915GM/GMS,910GML Express Chipset v, Mobile Intel(R) 915GM/GMS/910GML Express Chipset F, Mobile Intel(R) 915GM/GMS/910GML Express Chipset Family, Mobile Intel(R) 915GM/GMS/910GML Express Yonga seti Ailesi, Mobile Intel(R) 915GM/GMS/910GML Express-Chipsatza",NA,Mobile Intel 915GM/GMS/910GML Express
,,40,http://www.videocardbenchmark.net/gpu.php?gpu=Mobile+Intel+45+Express-Chipsatzfamilie&id=1072,Mobile Intel(R) 45 Express-Chipsatzfamilie,NA,Mobile Intel 45 Express-Chipsatzfamilie
,,44,http://www.videocardbenchmark.net/gpu.php?gpu=Mobile+Intel+45+Express&id=1060,"Familia Mobile Intel(R) 45 Express Chipset, Mobile Intel 45 Express, Mobile Intel(R) 45 Express Chipset Family",NA,Mobile Intel 45 Express
,,44,http://www.videocardbenchmark.net/gpu.php?gpu=Mobile+Intel+4+Express-Chipsatzfamilie&id=2477,Mobile Intel(R) 4 Express-Chipsatzfamilie,NA,Mobile Intel 4 Express-Chipsatzfamilie
,,46,http://www.videocardbenchmark.net/gpu.php?gpu=Mobile+Intel+-+famiglia+Express+Chipset+serie+4&id=2772,Mobile Intel(R) - famiglia Express Chipset serie 4,NA,Mobile Intel - famiglia Express Chipset serie 4
,,41,http://www.videocardbenchmark.net/gpu.php?gpu=Mobile+Intel+-+famiglia+Express+Chipset+45&id=1068,Mobile Intel(R) - famiglia Express Chipset 45,NA,Mobile Intel - famiglia Express Chipset 45
,,5,http://www.videocardbenchmark.net/gpu.php?gpu=Matrox+Parhelia+APVe&id=1042,Matrox Parhelia APVe,NA,Matrox Parhelia APVe
,,5,http://www.videocardbenchmark.net/gpu.php?gpu=Matrox+Millennium+P650+PCIe+128&id=1032,Matrox Millennium P650 PCIe 128,NA,Matrox Millennium P650 PCIe 128
,,19,http://www.videocardbenchmark.net/gpu.php?gpu=Matrox+M9140+LP+PCIe+x16&id=1007,Matrox M9140 LP PCIe x16,NA,Matrox M9140 LP PCIe x16
,,50,http://www.videocardbenchmark.net/gpu.php?gpu=Matrox+G200eW+WDDM+1.2&id=2823,Matrox G200eW (Nuvoton) WDDM 1.2,NA,Matrox G200eW WDDM 1.2
,,42,http://www.videocardbenchmark.net/gpu.php?gpu=Matrox+G200eW&id=998,"Matrox G200eW (Nuvoton), Matrox G200eW (WDDM 1.2), Matrox G200eW (Winbond)",NA,Matrox G200eW
,,63,http://www.videocardbenchmark.net/gpu.php?gpu=Matrox+G200eR+WDDM+1.2&id=2919,Matrox G200eR (Renesas) WDDM 1.2,NA,Matrox G200eR WDDM 1.2
,,30,http://www.videocardbenchmark.net/gpu.php?gpu=Matrox+G200eR&id=2673,"Matrox G200eR, Matrox G200eR (WDDM 1.2)",NA,Matrox G200eR
,,50,http://www.videocardbenchmark.net/gpu.php?gpu=Matrox+G200eh+WDDM+1.2&id=2942,Matrox G200eh (HP) WDDM 1.2,NA,Matrox G200eh WDDM 1.2
,,40,http://www.videocardbenchmark.net/gpu.php?gpu=Matrox+G200eh&id=2705,"Matrox G200eH (HP), Matrox G200eh (WDDM 1.2)",NA,Matrox G200eh
,,59,http://www.videocardbenchmark.net/gpu.php?gpu=Matrox+G200e+WDDM+1.2&id=2674,Matrox G200e (Emulex) WDDM 1.2,NA,Matrox G200e WDDM 1.2
,,106,http://www.videocardbenchmark.net/gpu.php?gpu=M880G+with+Mobility+Radeon+HD+4250&id=121,AMD M880G with ATI Mobility Radeon HD 4250,NA,M880G with Mobility Radeon HD 4250
,,74,http://www.videocardbenchmark.net/gpu.php?gpu=M880G+with+Mobility+Radeon+HD+4225&id=250,AMD M880G with ATI Mobility Radeon HD 4225,NA,M880G with Mobility Radeon HD 4225
,,94,http://www.videocardbenchmark.net/gpu.php?gpu=M880G+with+Mobility+Radeon+HD+4200&id=249,AMD M880G with ATI Mobility Radeon HD 4200,NA,M880G with Mobility Radeon HD 4200
,,76,http://www.videocardbenchmark.net/gpu.php?gpu=M860G+with+Mobility+Radeon+4100&id=248,AMD M860G with ATI Mobility Radeon 4100,NA,M860G with Mobility Radeon 4100
,,235,http://www.videocardbenchmark.net/gpu.php?gpu=KB+2C&id=2845,KB 2C (N-1) (9838),NA,KB 2C
,,102,http://www.videocardbenchmark.net/gpu.php?gpu=ION+LE&id=1516,NVIDIA ION LE,NA,ION LE
,,102,http://www.videocardbenchmark.net/gpu.php?gpu=ION&id=1515,NVIDIA ION,0.44,ION
,,7,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+US15+Embedded+Media+and+Controller&id=3301,Intel(R) US15 Embedded Media and Graphics Controller,NA,Intel US15 Embedded Media and Controller
,,578,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+Skylake+HD+DT+GT2&id=3135,Intel Skylake HD Graphics DT GT2,NA,Intel Skylake HD DT GT2
,,7,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+Q965%2FQ963+Express&id=974,"Familia Intel(R) Q965/Q963 Express Chipset, Intel(R) Q965/Q963 Express Chipset Family, Intel(R) Q965/Q963 Express-Chipsatzfamilie",NA,Intel Q965/Q963 Express
,,63,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+Q45%2FQ43+Express-Chipsatz&id=973,Intel(R) Q45/Q43 Express-Chipsatz,NA,Intel Q45/Q43 Express-Chipsatz
,,68,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+Q45%2FQ43+Express+Chipset&id=971,Intel(R) Q45/Q43 Express Chipset,NA,Intel Q45/Q43 Express Chipset
,,12,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+Q35+Express&id=968,"Família de Chipsets Intel(R) Q35 Express, Familia Intel(R) Q35 Express Chipset, Famille de jeu de puces Express Intel(R) Q35, Intel(R) - famiglia Express Chipset Q35, Intel(R) Q35 Express Chipset Family, Intel(R) Q35 Express-Chipsatzfamilie, Rodzina mikroukładów Intel(R) Q35 Express Chipset Family",NA,Intel Q35 Express
,,12,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+Q33+Express&id=967,Intel(R) Q33 Express Chipset Family,NA,Intel Q33 Express
,,116,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+Media+Accelerator+HD&id=957,Intel(R) Graphics Media Accelerator HD,NA,Intel Media Accelerator HD
,,6,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+Media+Accelerator+600&id=956,Intel(R) Graphics Media Accelerator 600,NA,Intel Media Accelerator 600
,,3,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+Media+Accelerator+500&id=954,Intel(R) Graphics Media Accelerator 500,NA,Intel Media Accelerator 500
,,3,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+Media+Accelerator+3150&id=953,Intel(R) Graphics Media Accelerator 3150,NA,Intel Media Accelerator 3150
,,1519,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+Iris+Pro+6200&id=3258,Intel(R) Iris(TM) Pro Graphics 6200,NA,Intel Iris Pro 6200
,,1956,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+Iris+Pro+580&id=3481,Intel(R) Iris(TM) Pro Graphics 580,NA,Intel Iris Pro 580
,,1184,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+Iris+Pro+5200&id=2562,Intel(R) Iris(TM) Pro Graphics 5200,NA,Intel Iris Pro 5200
,,947,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+Iris+6100&id=3164,Intel(R) Iris(TM) Graphics 6100,NA,Intel Iris 6100
,,1634,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+Iris+550&id=3437,Intel(R) Iris(TM) Graphics 550,NA,Intel Iris 550
,,1347,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+Iris+540&id=3366,Intel(R) Iris(TM) Graphics 540,NA,Intel Iris 540
,,719,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+Iris+5100&id=2692,Intel(R) Iris(TM) Graphics 5100,NA,Intel Iris 5100
,,972,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+P530&id=3385,Intel(R) HD Graphics P530,NA,Intel HD P530
,,646,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+P4600%2FP4700&id=2586,Intel(R) HD Graphics P4600/P4700,NA,Intel HD P4600/P4700
,,604,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+P4600&id=2601,Intel(R) HD Graphics P4600,NA,Intel HD P4600
,,414,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+P4000&id=963,Intel(R) HD Graphics P4000,NA,Intel HD P4000
,,336,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+P3000&id=962,Intel(R) HD Graphics P3000,NA,Intel HD P3000
,,119,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+Modded&id=3068,Intel(R) HD Graphics Modded,NA,Intel HD Modded
,,413,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+Family&id=37,"Intel(R) HD Graphics Family, Intel(R) HD Graphics Family (Intel Corporation - WDDM 1.3)",NA,Intel HD Family
,,797,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+6000&id=3120,Intel(R) HD Graphics 6000,NA,Intel HD 6000
,,640,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+5600&id=3160,Intel(R) HD Graphics 5600,NA,Intel HD 5600
,,557,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+5500&id=2908,"Intel(R) HD Graphics 5500, Intel(R) HD Graphics 5500(PHDGD Skylake v2.0)",NA,Intel HD 5500
,,394,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+5300&id=2921,Intel(R) HD Graphics 5300,NA,Intel HD 5300
,,979,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+530&id=3281,Intel(R) HD Graphics 530,NA,Intel HD 530
,,777,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+5200&id=2498,Intel(R) HD Graphics 5200,NA,Intel HD 5200
,,791,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+520&id=3255,Intel(R) HD Graphics 520,NA,Intel HD 520
,,587,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+515&id=3341,Intel(R) HD Graphics 515,NA,Intel HD 515
,,596,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+510&id=3347,Intel(R) HD Graphics 510,NA,Intel HD 510
,,590,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+5000&id=2552,Intel(R) HD Graphics 5000,NA,Intel HD 5000
"Bus Interface: PCIe 1.0 x16, Core Clock(s): 400 MHz, Memory Clock(s): Shared MHz, Graphics API Support: DirectX 12.0 OpenGL 4.3 Max TDP: 45 W",,703,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+4600&id=2451,"%iHSWGT15D%, Intel(R) HD Graphics 4600",NA,Intel HD 4600
"Max Memory Size: 1700 MB, Graphics API Support: DirectX 11.2 OpenGL 4.3",,548,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+4400&id=2643,"Intel(R) HD Graphics 4400, Intel(R) HD Graphics 4400 (PHDGD IvyDrive 3.0)",NA,Intel HD 4400
,,451,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+4000&id=2,"Intel(R) HD Graphics 4000, Intel(R) HD Graphics 4000 (Intel Corporation - WDDM 1.3), Intel(R) HD Graphics 4000 (PHDGD IvyDrive 3.0), Intel(R) HD Graphics 4000 (корпорация Майкрософт — WDDM 1.2), Intel(R) HD Graphics 4000(Microsoft Corporation - WDDM 1.2)",0.28,Intel HD 4000
,,312,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+3000&id=26,"Intel(R) HD Graphics 3000, Intel(R) HD Graphics 3000 (PHDGD Omega 3.0 x64), Intel(R) HD Graphics 3000 (PHDGD Omega 5.0), Intel(R) HD Graphics 3000(PHDGD Omega 4.0), Intel(R) HD Graphics 3000(PHDGD Omega 4.1 x64)",0.33,Intel HD 3000
,,157,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+Haswell+HD+-+GT2&id=2807,Intel Haswell HD Graphics - GT2,NA,Intel Haswell HD - GT2
,,108,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+Haswell+HD+-+GT1&id=2846,Intel Haswell HD Graphics - GT1,NA,Intel Haswell HD - GT1
,,17,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+G965+Express&id=948,Intel(R) G965 Express Chipset Family,NA,Intel G965 Express
"Bus Interface: PCIe 1x16, Core Clock(s): 1333 MHz, Memory Clock(s): 1066 MHz, Graphics API Support: DirectX 11 Max TDP: 24 W",,70,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+G45%2FG43+Express+Chipset&id=944,"Intel(R) - Express Chipset G45/G43, Intel(R) G45/G43 Express Chipset, Intel(R) G45/G43 Express-Chipsatz",NA,Intel G45/G43 Express Chipset
,,58,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+G41+Express-Chipsatz&id=943,Intel(R) G41 Express-Chipsatz,NA,Intel G41 Express-Chipsatz
,,63,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+G41+Express+Chipset&id=940,Intel(R) G41 Express Chipset,NA,Intel G41 Express Chipset
,,30,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+G35+Express&id=938,Intel(R) G35 Express Chipset Family,NA,Intel G35 Express
"Bus Interface: Integrated, Core Clock(s): 400 MHz, Graphics API Support: DirectX 9.0c OpenGL 1.4",,11,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+G33%2FG31+Express&id=782,"Familia Intel(R) G33/G31 Express Chipset, Famille de jeu de puces Express Intel(R) G33/G31, Intel G33/G31 Express, Intel(R) - famiglia Express Chipset G33/G31, Intel(R) G33/G31 Express Chipset Family, Intel(R) G33/G31 Express Chipset Family (Prereleas, Intel(R) G33/G31 Express Chipset Family(PHDGD Alpha v1.0 x86), Intel(R) G33/G31 Express Yonga Kümesi Ailesi, Intel(R) G33/G31 Express-Chipsatzfamilie",NA,Intel G33/G31 Express
,,63,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+B43+Express+Chipset&id=931,Intel(R) B43 Express Chipset,NA,Intel B43 Express Chipset
,,7,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+946GZ+Express&id=928,"Familia Intel(R) 946GZ Express Chipset, Intel(R) 946GZ Express Chipset Family, Intel(R) 946GZ Express-Chipsatzfamilie",NA,Intel 946GZ Express
,,3,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+865+Embedded+Controller&id=770,Intel Corporation 865 Embedded Graphics Controller,NA,Intel 865 Embedded Controller
,,6,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+82945G+Express&id=766,"Familia Intel(R) 82945G Express Chipset, Famille de jeu de puces Express Intel(R) 82945G, Intel 82945G Express, Intel(R) - controller 82945G Express Chipset 0, Intel(R) - famiglia Express Chipset 82945G, Intel(R) 82945G Express Chipset Controller 0, Intel(R) 82945G Express Chipset Family, Intel(R) 82945G Express Chipset Family (Prerelease, Intel(R) 82945G Express Yonga Kümesi Ailesi, Kontroler Intel(R) 82945G Express Chipset Controll, Kontroler Intel(R) 82945G Express Chipset Controller 0",NA,Intel 82945G Express
,,3,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+82915G%2FGV%2F910GL+Express&id=923,Intel(R) 82915G/GV/910GL Express Chipset Family,NA,Intel 82915G/GV/910GL Express
,,5,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+82915G+Express&id=765,"Intel 82915G Express, Intel(R) 82915G Express Chipset Family",NA,Intel 82915G Express
,,4,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+82865G+Controller&id=920,Intel(R) 82865G Graphics Controller,NA,Intel 82865G Controller
,,2,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+82845G%2FGL%2FGE%2FPE%2FGV+Controller&id=917,Intel(R) 82845G/GL/GE/PE/GV Graphics Controller,NA,Intel 82845G/GL/GE/PE/GV Controller
,,2,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+82845G%2FGL+Controller&id=916,Intel(R) 82845G/GL Graphics Controller,NA,Intel 82845G/GL Controller
,,2,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+82845G+Controller&id=915,Intel(R) 82845G Graphics Controller,NA,Intel 82845G Controller
,,60,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+-+Express+Chipset+Q45%2FQ43&id=909,Intel(R) - Express Chipset Q45/Q43,NA,Intel - Express Chipset Q45/Q43
,,66,http://www.videocardbenchmark.net/gpu.php?gpu=Intel+-+Express+Chipset+G41&id=908,Intel(R) - Express Chipset G41,NA,Intel - Express Chipset G41
,,5139,http://www.videocardbenchmark.net/gpu.php?gpu=GTX+965M&id=3556,NVIDIA GTX 965M,NA,GTX 965M
,,4293,http://www.videocardbenchmark.net/gpu.php?gpu=GRID+K520&id=2742,NVIDIA GRID K520,NA,GRID K520
,,2195,http://www.videocardbenchmark.net/gpu.php?gpu=GRID+K280Q&id=3142,NVIDIA GRID K280Q,NA,GRID K280Q
,,1774,http://www.videocardbenchmark.net/gpu.php?gpu=GRID+K240Q&id=2951,NVIDIA GRID K240Q,NA,GRID K240Q
,,912,http://www.videocardbenchmark.net/gpu.php?gpu=GRID+K220Q&id=3140,NVIDIA GRID K220Q,NA,GRID K220Q
,,3772,http://www.videocardbenchmark.net/gpu.php?gpu=GRID+K2&id=2616,NVIDIA GRID K2,1.89,GRID K2
,,776,http://www.videocardbenchmark.net/gpu.php?gpu=GRID+K180Q&id=3194,NVIDIA GRID K180Q,NA,GRID K180Q
,,727,http://www.videocardbenchmark.net/gpu.php?gpu=GRID+K140Q&id=2911,NVIDIA GRID K140Q,NA,GRID K140Q
,,880,http://www.videocardbenchmark.net/gpu.php?gpu=GRID+K1&id=2617,NVIDIA GRID K1,0.52,GRID K1
,,43,http://www.videocardbenchmark.net/gpu.php?gpu=GIGABYTE+RADEON+9600+PRO&id=721,GIGABYTE RADEON 9600 PRO,NA,GIGABYTE RADEON 9600 PRO
,,513,http://www.videocardbenchmark.net/gpu.php?gpu=GF117&id=2931,NVIDIA GF117,NA,GF117
,,105,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce9400M&id=1509,"NVIDIA GeForce9400M(GF9100MG+GF9300MGS), NVIDIA GeForce9400M(GF9300MGS+GF9100MG)",NA,GeForce9400M
,,6,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce4+Ti+4800+SE&id=1508,NVIDIA GeForce4 Ti 4800 SE,NA,GeForce4 Ti 4800 SE
,,5,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce4+Ti+4600&id=1506,NVIDIA GeForce4 Ti 4600,0.09,GeForce4 Ti 4600
,,7,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce4+Ti+4400&id=1505,NVIDIA GeForce4 Ti 4400,NA,GeForce4 Ti 4400
,,5,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce4+Ti+4200&id=1502,"64MB DDR NVIDIA GeForce4 Ti 4200 with TV Out, ABIT Siluro GF4 Ti4200-8X, ABIT Siluro Ti4200-8X DOTH, Medion GeForce4 - 8x Ti 4200, Medion GeForce4 Ti 4200, MSI MS-StarForce GeForce4 Ti 4200 (NVIDIA GeForce4, MSI MS-StarForce GeForce4 Ti 4200 with 8X (NVIDIA GeForce4 Ti 4200 with AGP8X), NVIDIA GeForce4 Ti 4200, NVIDIA GeForce4 Ti 4200 (Gateway), NVIDIA GeForce4 Ti 4200 (Omega KX 1.4523a), NVIDIA GeForce4 Ti 4200 (Корпорация Майкрософт - XDDM), NVIDIA GeForce4 Ti 4200 avec AGP8X, NVIDIA GeForce4 Ti 4200 with AGP8X, StarStorm 56.72 X NVIDIA GeForce4 Ti 4200",NA,GeForce4 Ti 4200
,,6,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce4+MX+Integrated+GPU&id=1500,NVIDIA GeForce4 MX Integrated GPU,NA,GeForce4 MX Integrated GPU
,,5,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce4+MX+460&id=1499,"NVIDIA GeForce4 MX 460, NVIDIA GeForce4 MX 460 (Sony)",NA,GeForce4 MX 460
,,4,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce4+MX+440SE&id=1497,NVIDIA GeForce4 MX 440-SE,NA,GeForce4 MX 440SE
,,4,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce4+MX+440+with+AGP8X&id=1496,"Inno3D GeForce4 MX 440 with AGP8X, MSI MS-StarForce GeForce4 MX 440 with AGP8X (NVIDI, MSI MS-StarForce GeForce4 MX 440 with AGP8X (NVIDIA GeForce4 MX 440 with AGP8X), NVIDIA GeForce4 MX 440 AGP8X (Omega 1.6693) (P), NVIDIA GeForce4 MX 440 with AGP8X, NVIDIA GeForce4 MX 440 with AGP8X (Dell), NVIDIA GeForce4 MX440 8XAGP",NA,GeForce4 MX 440 with AGP8X
