description,price,rank,link,other_name,g3d_mark,name
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1536 MB, Core Clock(s): 550 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 84 W",,521,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9600+GSO&id=1309,"NVIDIA GeForce 9600 GSO, NVIDIA GeForce 9600 GSO (Prerelease - WDDM 1.1)",10.42,GeForce 9600 GSO
"Bus Interface: PCIe 2.0 x16,PCI, Max Memory Size: 768 MB, Core Clock(s): 500 MHz, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 10 OpenGL 3.3",,451,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9600+GS&id=1308,NVIDIA GeForce 9600 GS,NA,GeForce 9600 GS
"Bus Interface: PCIe x16, Max Memory Size: 512 MB, Core Clock(s): 475 MHz, Memory Clock(s): 1400 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 20 W",,194,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9500M+GS&id=1307,"NVIDIA GeForce 9500M GS, NVIDIA GeForce 9500M GS (Prerelease - WDDM 1.1)",NA,GeForce 9500M GS
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 500 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 20 W",,166,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9500M+G&id=1306,NVIDIA GeForce 9500M G,NA,GeForce 9500M G
,,107,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9500M&id=1305,"NVIDIA GeForce 9500M (GF 9200MGS + GF 9400MG), NVIDIA GeForce 9500M (GF 9400MG + GF 9200MGS)",NA,GeForce 9500M
"Bus Interface: PCIe 2.0 x16,PCI, Max Memory Size: 1024 MB, Core Clock(s): 550 MHz, Memory Clock(s): 1000,1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 50 W",,286,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9500+GT&id=1304,"NVIDIA GeForce 9500 GT, NVIDIA GeForce 9500 GT (Prerelease - WDDM 1.1)",3.33,GeForce 9500 GT
,,290,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9500+GS&id=78,"NVIDIA GeForce 9500 GS, NVIDIA GeForce 9500 GS (Prerelease - WDDM 1.1)",NA,GeForce 9500 GS
,,1222,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+945M&id=3388,NVIDIA GeForce 945M,NA,GeForce 945M
,,1048,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+940MX&id=3453,NVIDIA GeForce 940MX,NA,GeForce 940MX
,,909,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+940M&id=3155,NVIDIA GeForce 940M,NA,GeForce 940M
"Bus Interface: Integrated(PCIe 2.0 x16), Max Memory Size: 256 MB, Core Clock(s): 450 MHz, Memory Clock(s): 800,1066 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 12 W",,127,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9400M+G&id=1300,NVIDIA GeForce 9400M G,NA,GeForce 9400M G
,,122,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9400M&id=1299,"NVIDIA GeForce 9400M, NVIDIA GeForce 9400M (GF 9100MG + GF 9300MGS), NVIDIA GeForce 9400M (GF 9300MGS + GF 9100MG), NVIDIA GeForce 9400M (Prerelease - WDDM 1.1)",NA,GeForce 9400M
"Bus Interface: PCIe 2.0 x16,PCI, Max Memory Size: 1024 MB, Core Clock(s): 550 MHz, Memory Clock(s): 800,1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 50 W",,195,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9400+GT&id=11,"Geforce 9400GT, NVIDIA GeForce 9400 GT, NVIDIA GeForce 9400 GT (Prerelease - WDDM 1.1), WinFast PX9400 GT(NVIDIA)",2.44,GeForce 9400 GT
,,149,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9400&id=1298,"NVIDIA GeForce 9400, NVIDIA GeForce 9400 (GeForce 8200 + GeForce 9300 G, NVIDIA GeForce 9400 (GeForce 8200 + GeForce 9300 GE), NVIDIA GeForce 9400 (GeForce 9300GE + GeForce 8200, NVIDIA GeForce 9400 (GF 8200 + GF 9300), NVIDIA GeForce 9400 (GF 9300 + GF 8200), NVIDIA GeForce 9400 (Prerelease - WDDM 1.1)",NA,GeForce 9400
,,915,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+930MX&id=3549,NVIDIA GeForce 930MX,NA,GeForce 930MX
,,847,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+930M&id=3252,NVIDIA GeForce 930M,NA,GeForce 930M
,,1028,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+930A&id=3417,NVIDIA GeForce 930A,NA,GeForce 930A
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 256 MB, Core Clock(s): 550 MHz, Memory Clock(s): 1400 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 13 W",,98,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9300M+GS&id=1297,"NVIDIA GeForce 9300M GS, NVIDIA GeForce 9300M GS (Prerelease - WDDM 1.1), NVIDIA GeForce 9300M GS [Dox Optimised 182.46]",NA,GeForce 9300M GS
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 256 MB, Core Clock(s): 400 MHz, Memory Clock(s): 1200 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 13 W",,84,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9300M+G&id=1296,"NVIDIA GeForce 9300M G, NVIDIA GeForce 9300M G (Prerelease - WDDM 1.1), NVIDIA GeForce 9300M G [Custom Forceware 178.24]",NA,GeForce 9300M G
,,97,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9300GE&id=1295,NVIDIA GeForce 9300GE,NA,GeForce 9300GE
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 256 MB, Core Clock(s): 567 MHz, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 10 OpenGL 3.3",,94,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9300+GS&id=1294,NVIDIA GeForce 9300 GS,1.57,GeForce 9300 GS
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 256 MB, Core Clock(s): 540 MHz, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 10 OpenGL 3.3",,103,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9300+GE&id=1293,NVIDIA GeForce 9300 GE,4.48,GeForce 9300 GE
,,134,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9300+%2F+nForce+730i&id=1292,NVIDIA GeForce 9300 / nForce 730i,NA,GeForce 9300 / nForce 730i
,,126,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9300&id=1291,NVIDIA GeForce 9300,NA,GeForce 9300
,,937,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+920MX&id=3520,NVIDIA GeForce 920MX,NA,GeForce 920MX
,,676,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+920M&id=3192,NVIDIA GeForce 920M,NA,GeForce 920M
,,826,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+920A&id=3565,NVIDIA GeForce 920A,NA,GeForce 920A
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 256 MB, Core Clock(s): 550 MHz, Memory Clock(s): 1400 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 13 W",,89,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9200M+GS&id=1290,"NVIDIA GeForce 9200M GS, NVIDIA GeForce 9200M GS (Prerelease - WDDM 1.1)",NA,GeForce 9200M GS
,,84,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9200M+GE&id=1289,NVIDIA GeForce 9200M GE,NA,GeForce 9200M GE
,,83,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9200&id=1288,NVIDIA GeForce 9200,NA,GeForce 9200
,,419,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+910M&id=3285,NVIDIA GeForce 910M,NA,GeForce 910M
,,75,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9100M+G&id=1287,NVIDIA GeForce 9100M G,NA,GeForce 9100M G
,,84,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9100&id=1286,NVIDIA GeForce 9100,NA,GeForce 9100
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 500 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 65 W",,551,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8800M+GTX&id=1285,"NVIDIA GeForce 8800M GTX, NVIDIA GeForce 8800M GTX [Custom Forceware 180.43]",NA,GeForce 8800M GTX
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 500 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 50 W",,482,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8800M+GTS&id=1284,"NVIDIA GeForce 8800M GTS, NVIDIA GeForce 8800M GTS (Prerelease - WDDM 1.1), NVIDIA GeForce 8800M GTS [Dox Optimised 181.22]",NA,GeForce 8800M GTS
"Bus Interface: PCIe 1.0 x16, Max Memory Size: 768 MB, Core Clock(s): 612 MHz, Memory Clock(s): 2160 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 171 W",,808,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8800+Ultra&id=1281,"NVIDIA GeForce 8800 Ultra, NVIDIA GeForce 8800 Ultra (Prerelease - WDDM 1.1)",NA,GeForce 8800 Ultra
"Bus Interface: PCIe 1.0 x16, Max Memory Size: 768 MB, Core Clock(s): 575 MHz, Memory Clock(s): 1800 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 155 W",,775,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8800+GTX&id=119,"NVIDIA GeForce 8800 GTX, NVIDIA GeForce 8800 GTX (Prerelease - WDDM 1.1), NVIDIA GeForce 8800 GTX [Dox Optimised 185.68]",NA,GeForce 8800 GTX
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 650 MHz, Memory Clock(s): 1940 MHz, Graphics API Support: DirectX 10.0 OpenGL 3.3 Max TDP: 135 W",,852,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8800+GTS+512&id=63,"NVIDIA GeForce 8800 GTS 512, NVIDIA GeForce 8800 GTS 512 (Omega 2.169.21), NVIDIA GeForce 8800 GTS 512 (Prerelease - WDDM 1.1",NA,GeForce 8800 GTS 512
"Bus Interface: PCIe 1.0 x16, Max Memory Size: 320 MB, Core Clock(s): 500,513 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10.0 OpenGL 3.3 Max TDP: 146 W",,614,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8800+GTS&id=101,"NVIDIA GeForce 8800 GTS, NVIDIA GeForce 8800 GTS (Prerelease - WDDM 1.1), NVIDIA GeForce 8800 GTS [Dox Optimised 185.68]",NA,GeForce 8800 GTS
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 600 MHz, Memory Clock(s): 1800 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 125 W",,760,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8800+GT&id=1279,"NVIDIA GeForce 8800 GT, NVIDIA GeForce 8800 GT (Omega 1.169.25), NVIDIA GeForce 8800 GT (Omega 2.169.21), NVIDIA GeForce 8800 GT (Prerelease - WDDM 1.1)",NA,GeForce 8800 GT
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 768 MB, Core Clock(s): 550 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 105 W",,552,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8800+GS&id=1277,"NVIDIA GeForce 8800 GS, NVIDIA GeForce 8800 GS (Prerelease - WDDM 1.1)",NA,GeForce 8800 GS
"Bus Interface: PCIe x16, Max Memory Size: 256 MB, Core Clock(s): 625 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 29 W",,220,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8700M+GT&id=1276,"NVIDIA GeForce 8700M GT, NVIDIA GeForce 8700M GT (Prerelease - WDDM 1.1), NVIDIA GeForce 8700M GT [Dox Optimised 182.46]",NA,GeForce 8700M GT
"Bus Interface: PCIe x16, Max Memory Size: 256 MB, Core Clock(s): 475 MHz, Memory Clock(s): 800 / 1400 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 20 W",,176,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8600M+GT&id=1275,"NVIDIA GeForce 8600M GT, NVIDIA GeForce 8600M GT (Prerelease - WDDM 1.1), NVIDIA GeForce 8600M GT [Custom Forceware 178.24], NVIDIA GeForce 8600M GT [Dox Optimised 185.68]",NA,GeForce 8600M GT
"Bus Interface: PCIe x16, Max Memory Size: 256 MB, Core Clock(s): 600 MHz, Memory Clock(s): 1400 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 20 W",,128,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8600M+GS&id=1274,"NVIDIA GeForce 8600M GS, NVIDIA GeForce 8600M GS (Prerelease - WDDM 1.1), NVIDIA GeForce 8600M GS [Dox Optimised 181.20: Per, NVIDIA GeForce 8600M GS [Dox Optimised 181.20: Qua, NVIDIA GeForce 8600M GS [Dox Optimised 185.68]",NA,GeForce 8600M GS
,,154,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8600GS&id=1273,"NVIDIA GeForce 8600GS, NVIDIA GeForce 8600GS (Prerelease - WDDM 1.1)",6.16,GeForce 8600GS
"Bus Interface: PCIe 1.0 x16, Max Memory Size: 512 MB, Core Clock(s): 675 MHz, Memory Clock(s): 2000 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 75 W",,300,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8600+GTS&id=118,"NVIDIA GeForce 8600 GTS, NVIDIA GeForce 8600 GTS (Omega 2.169.21), NVIDIA GeForce 8600 GTS (Prerelease - WDDM 1.1)",NA,GeForce 8600 GTS
"Bus Interface: PCIe 1.0 x16,PCI, Max Memory Size: 1024 MB, Core Clock(s): 540 MHz, Memory Clock(s): 800,1400 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 47 W",,252,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8600+GT&id=64,"NVIDIA GeForce 8600 GT, NVIDIA GeForce 8600 GT (Omega 1.169.25), NVIDIA GeForce 8600 GT (Omega 2.169.21), NVIDIA GeForce 8600 GT (Prerelease - WDDM 1.1)",NA,GeForce 8600 GT
"Bus Interface: PCIe 1.0 x16, Max Memory Size: 512 MB, Core Clock(s): 540 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 47 W",,151,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8600+GS&id=1272,NVIDIA GeForce 8600 GS,NA,GeForce 8600 GS
"Bus Interface: PCIe 1.0 x16,PCI, Max Memory Size: 1024 MB, Core Clock(s): 450 MHz, Memory Clock(s): 400 (800) MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 45 W",,141,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8500+GT&id=1270,"NVIDIA GeForce 8500 GT, NVIDIA GeForce 8500 GT (Omega 2.169.21), NVIDIA GeForce 8500 GT (Prerelease - WDDM 1.1)",NA,GeForce 8500 GT
Bus Interface: PCIe 3.0 x16,,1026,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+845M&id=3126,NVIDIA GeForce 845M,NA,GeForce 845M
,,875,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+840A&id=3045,NVIDIA GeForce 840A,NA,GeForce 840A
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 1029 MHz, Graphics API Support: DirectX 11.2 OpenGL 4.5 Max TDP: 30 W",,845,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+840M&id=2873,NVIDIA GeForce 840M,NA,GeForce 840M
"Bus Interface: PCIe x16, Max Memory Size: 256 MB, Core Clock(s): 450 MHz, Memory Clock(s): 1200 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 14 W",,101,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8400M+GT&id=1268,"NVIDIA GeForce 8400M GT, NVIDIA GeForce 8400M GT (Prerelease - WDDM 1.1), NVIDIA GeForce 8400M GT (Sony Vaio ), NVIDIA GeForce 8400M GT (Sony Vaio AR51J), NVIDIA GeForce 8400M GT (Sony VAIO), NVIDIA GeForce 8400M GT [Dox Optimised 185.68]",NA,GeForce 8400M GT
"Bus Interface: PCIe x16, Max Memory Size: 128 MB, Core Clock(s): 400 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 11 W",,85,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8400M+GS&id=1266,"NVIDIA GeForce 8400M GS, NVIDIA GeForce 8400M GS (Prerelease - WDDM 1.1), NVIDIA GeForce 8400M GS nvac, NVIDIA GeForce 8400M GS [Dox Optimised 180.84], NVIDIA GeForce 8400M GS [Dox Optimised 182.05], NVIDIA GeForce 8400M GS [Dox Optimised 182.46], NVIDIA GeForce 8400M GS [Dox Optimised 185.68]",5.67,GeForce 8400M GS
"Bus Interface: PCIe x16, Max Memory Size: 128 MB, Core Clock(s): 400 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 10 W",,59,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8400M+G&id=1265,"NVIDIA GeForce 8400M G, NVIDIA GeForce 8400M G (Prerelease - WDDM 1.1)",NA,GeForce 8400M G
,,68,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8400+SE&id=1264,NVIDIA GeForce 8400 SE,NA,GeForce 8400 SE
,,101,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8400&id=1262,NVIDIA GeForce 8400,1.45,GeForce 8400
"Bus Interface: PCIe 1.0 x16,PCI, Max Memory Size: 512 MB, Core Clock(s): 450 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 40 W",,115,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8400+GS&id=73,"NVIDIA GeForce 8400 GS, NVIDIA GeForce 8400 GS (Omega 1.169.25), NVIDIA GeForce 8400 GS (Omega 2.169.21), NVIDIA GeForce 8400 GS (Prerelease - WDDM 1.1), NVIDIA GeForce 8400GS",3.83,GeForce 8400 GS
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 1029 MHz, Graphics API Support: DirectX 11.2 OpenGL 4.5 Max TDP: 25 W",,783,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+830M&id=2982,NVIDIA GeForce 830M,NA,GeForce 830M
,,957,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+830A&id=3094,NVIDIA GeForce 830A,NA,GeForce 830A
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 450 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 40 W",,68,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8300+GS&id=1261,NVIDIA GeForce 8300 GS,NA,GeForce 8300 GS
,,94,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8300&id=1260,"NVIDIA GeForce 8300, NVIDIA GeForce 8300 (Prerelease - WDDM 1.1)",4.14,GeForce 8300
"Bus Interface: PCIe 3.0 x8, Max Memory Size: 2048 MB, Core Clock(s): 850 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 33 W",,719,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+825M&id=2971,NVIDIA GeForce 825M,NA,GeForce 825M
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 954 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 15 W",,582,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+820M&id=2785,NVIDIA GeForce 820M,NA,GeForce 820M
,,661,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+820A&id=3210,NVIDIA GeForce 820A,NA,GeForce 820A
"Bus Interface: Integrated (PCIe 2.0 x16), Max Memory Size: 256 MB, Core Clock(s): 400 MHz, Memory Clock(s): 800,1066 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 19.2 W",,57,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8200M+G&id=1259,"NVIDIA GeForce 8200M G, NVIDIA GeForce 8200M G (Prerelease - WDDM 1.1)",NA,GeForce 8200M G
,,82,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8200&id=1258,"NVIDIA GeForce 8200, NVIDIA GeForce 8200 (Prerelease - WDDM 1.1)",NA,GeForce 8200
,,403,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+810M&id=3005,NVIDIA GeForce 810M,NA,GeForce 810M
,,627,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+810A&id=3099,NVIDIA GeForce 810A,NA,GeForce 810A
,,85,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8100+%2F+nForce+720a&id=1257,"NVIDIA GeForce 8100 / nForce 720a, NVIDIA GeForce 8100 / nForce 720a (Prerelease - WD",NA,GeForce 8100 / nForce 720a
,,550,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+800M&id=3015,NVIDIA GeForce 800M,NA,GeForce 800M
,,440,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+800A&id=3356,NVIDIA GeForce 800A,NA,GeForce 800A
"Bus Interface: PCI-E x16, Max Memory Size: 1024 MB, Core Clock(s): 500 MHz, Memory Clock(s): 1200 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,194,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7950+GX2&id=1256,"NVIDIA GeForce 7950 GX2, NVIDIA GeForce 7950 GX2 (Prerelease - WDDM 1.0)",3.53,GeForce 7950 GX2
"Bus Interface: AGP 8x,PCI-E x16, Max Memory Size: 512 MB, Core Clock(s): 550 MHz, Memory Clock(s): 1400 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,260,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7950+GT&id=1255,"MSI NX7950 GT (NVIDIA GeForce 7950 GT), NVIDIA GeForce 7950 GT, NVIDIA GeForce 7950 GT (Omega 1.169.25), NVIDIA GeForce 7950 GT (Omega 2.169.21), NVIDIA GeForce 7950 GT (Prerelease - WDDM 1.0)",2.26,GeForce 7950 GT
"Bus Interface: PCI-E x16, Max Memory Size: 512 MB, Core Clock(s): 650 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,303,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7900+GTX&id=1254,"MSI NX7900 GTX (NVIDIA GeForce 7900 GTX), NVIDIA GeForce 7900 GTX, NVIDIA GeForce 7900 GTX (Omega 2.169.21), NVIDIA GeForce 7900 GTX (Prerelease - WDDM 1.0)",NA,GeForce 7900 GTX
"Bus Interface: PCI-E x16, Max Memory Size: 256 MB, Core Clock(s): 450 MHz, Memory Clock(s): 1320 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,243,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7900+GT%2FGTO&id=1253,"MSI NX7900 GT/GTO (NVIDIA GeForce 7900 GT/GTO), NVIDIA GeForce 7900 GT/GTO, NVIDIA GeForce 7900 GT/GTO (Prerelease - WDDM 1.0)",NA,GeForce 7900 GT/GTO
"Bus Interface: PCI-E x16, Max Memory Size: 256 MB, Core Clock(s): 450 MHz, Memory Clock(s): 1320 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,258,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7900+GT&id=1252,"MSI NX7900 GT (NVIDIA GeForce 7900 GT), NVIDIA GeForce 7900 GT",NA,GeForce 7900 GT
"Bus Interface: AGP 8x,PCI-E x16, Max Memory Size: 256 MB, Core Clock(s): 450 MHz, Memory Clock(s): 1320 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,220,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7900+GS&id=1251,"NVIDIA GeForce 7900 GS, NVIDIA GeForce 7900 GS (NGOHQ.com), NVIDIA GeForce 7900 GS (Omega 1.169.25), NVIDIA GeForce 7900 GS (Omega 2.169.21), NVIDIA GeForce 7900 GS (Prerelease - WDDM 1.0)",NA,GeForce 7900 GS
"Bus Interface: PCI-E x16, Max Memory Size: 512 MB, Core Clock(s): 550 MHz, Memory Clock(s): 1700 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,225,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7800+GTX&id=1250,"NVIDIA GeForce 7800 GTX, NVIDIA GeForce 7800 GTX (Omega 2.169.21), NVIDIA GeForce 7800 GTX (Prerelease - WDDM 1.0)",NA,GeForce 7800 GTX
"Bus Interface: PCI-E x16, Max Memory Size: 256 MB, Core Clock(s): 400 MHz, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,193,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7800+GT&id=1249,"NVIDIA GeForce 7800 GT, NVIDIA GeForce 7800 GT (Prerelease - WDDM 1.0)",2.41,GeForce 7800 GT
"Bus Interface: AGP 8x, Max Memory Size: 256 MB, Core Clock(s): 375 MHz, Memory Clock(s): 1200 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,182,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7800+GS&id=1248,"NVIDIA GeForce 7800 GS, NVIDIA GeForce 7800 GS (Omega 1.169.25), NVIDIA GeForce 7800 GS (Prerelease - WDDM 1.0)",NA,GeForce 7800 GS
,,134,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7650+GS&id=1247,"NVIDIA GeForce 7650 GS, NVIDIA GeForce 7650 GS (Prerelease - WDDM 1.0)",NA,GeForce 7650 GS
"Bus Interface: AGP 8x,PCI-E x16, Max Memory Size: 256 MB, Core Clock(s): 560 MHz, Memory Clock(s): 1400 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,182,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7600+GT&id=1243,"MSI NX7600 GT (NVIDIA GeForce 7600 GT), NVIDIA GeForce 7600 GT, NVIDIA GeForce 7600 GT (Omega 2.169.21), NVIDIA GeForce 7600 GT (Prerelease - WDDM 1.0), NVIDIA GeForce 7600 GT [NGOHQ.com], WinFast A7600 GT (NVIDIA), WinFast PX7600 GT Extreme",2.14,GeForce 7600 GT
