core,name,clock,price,rank,link,other_name,g3d_mark,description
Description:Socket:LGA 2011Clockspeed:2.4 GHzTurbo Speed:3.2 GHz12 (2 logical cores per physical)Max TDP:115 W,Intel Xeon E5-2695 v2 @ 2.40GHz,Description:Socket:LGA 20112.4 GHzTurbo Speed:3.2 GHzNo of Cores:12 (2 logical cores per physical)Max TDP:115 W,,15502Single Thread Rating: 1473,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2695+v2+%40+2.40GHz&id=2114&multi=2,Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,,Socket:LGA 2011Clockspeed:2.4 GHzTurbo Speed:3.2 GHzNo of Cores:12 (2 logical cores per physical)Max TDP:115 W
Description:Socket:FCLGA2011-3Clockspeed:2.6 GHzTurbo Speed:3.5 GHz14 (2 logical cores per physical)Max TDP:135 W,Intel Xeon E5-2690 v4 @ 2.60GHz,Description:Socket:FCLGA2011-32.6 GHzTurbo Speed:3.5 GHzNo of Cores:14 (2 logical cores per physical)Max TDP:135 W,,22843Single Thread Rating: 1994,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2690+v4+%40+2.60GHz&id=2780&multi=2,"Intel(R) Xeon(R) CPU E5-2690 v4@ 2.60GHz, Intel(R) Xeon(R) CPU E5-2690 v4 @ 2.60GHz",,Socket:FCLGA2011-3Clockspeed:2.6 GHzTurbo Speed:3.5 GHzNo of Cores:14 (2 logical cores per physical)Max TDP:135 W
Description:Socket:LGA2011-v3Clockspeed:2.6 GHzTurbo Speed:3.5 GHz12 (2 logical cores per physical)Max TDP:135 W,[Dual CPU] Intel Xeon E5-2690 v3 @ 2.60GHz,Description:Socket:LGA2011-v32.6 GHzTurbo Speed:3.5 GHzNo of Cores:12 (2 logical cores per physical)Max TDP:135 W,,27651,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2690+v3+%40+2.60GHz&id=2364&cpuCount=2,Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz,,Socket:LGA2011-v3Clockspeed:2.6 GHzTurbo Speed:3.5 GHzNo of Cores:12 (2 logical cores per physical)Max TDP:135 W
Description:Socket:LGA2011-v3Clockspeed:2.6 GHzTurbo Speed:3.5 GHz12 (2 logical cores per physical)Max TDP:135 W,Intel Xeon E5-2690 v3 @ 2.60GHz,Description:Socket:LGA2011-v32.6 GHzTurbo Speed:3.5 GHzNo of Cores:12 (2 logical cores per physical)Max TDP:135 W,,19567Single Thread Rating: 1994,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2690+v3+%40+2.60GHz&id=2364&multi=2,Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz,,Socket:LGA2011-v3Clockspeed:2.6 GHzTurbo Speed:3.5 GHzNo of Cores:12 (2 logical cores per physical)Max TDP:135 W
Description:Socket:FCLGA2011Clockspeed:3.0 GHzTurbo Speed:3.6 GHz10 (2 logical cores per physical)Max TDP:130 W,[Dual CPU] Intel Xeon E5-2690 v2 @ 3.00GHz,Description:Socket:FCLGA20113.0 GHzTurbo Speed:3.6 GHzNo of Cores:10 (2 logical cores per physical)Max TDP:130 W,,24142,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2690+v2+%40+3.00GHz&id=2057&cpuCount=2,Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz,,Socket:FCLGA2011Clockspeed:3.0 GHzTurbo Speed:3.6 GHzNo of Cores:10 (2 logical cores per physical)Max TDP:130 W
Description:Socket:FCLGA2011Clockspeed:3.0 GHzTurbo Speed:3.6 GHz10 (2 logical cores per physical)Max TDP:130 W,Intel Xeon E5-2690 v2 @ 3.00GHz,Description:Socket:FCLGA20113.0 GHzTurbo Speed:3.6 GHzNo of Cores:10 (2 logical cores per physical)Max TDP:130 W,,16671Single Thread Rating: 1841,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2690+v2+%40+3.00GHz&id=2057&multi=2,Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz,,Socket:FCLGA2011Clockspeed:3.0 GHzTurbo Speed:3.6 GHzNo of Cores:10 (2 logical cores per physical)Max TDP:130 W
Description:Socket:LGA2011Clockspeed:2.9 GHzTurbo Speed:3.8 GHz8 (2 logical cores per physical)Max TDP:135 W,[Dual CPU] Intel Xeon E5-2690 @ 2.90GHz,Description:Socket:LGA20112.9 GHzTurbo Speed:3.8 GHzNo of Cores:8 (2 logical cores per physical)Max TDP:135 W,,20699,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2690+%40+2.90GHz&id=1223&cpuCount=2,Intel(R) Xeon(R) CPU E5-2690 0 @ 2.90GHz,,Socket:LGA2011Clockspeed:2.9 GHzTurbo Speed:3.8 GHzNo of Cores:8 (2 logical cores per physical)Max TDP:135 W
Description:Socket:LGA2011Clockspeed:2.9 GHzTurbo Speed:3.8 GHz8 (2 logical cores per physical)Max TDP:135 W,Intel Xeon E5-2690 @ 2.90GHz,Description:Socket:LGA20112.9 GHzTurbo Speed:3.8 GHzNo of Cores:8 (2 logical cores per physical)Max TDP:135 W,,14383Single Thread Rating: 1879,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2690+%40+2.90GHz&id=1223&multi=2,Intel(R) Xeon(R) CPU E5-2690 0 @ 2.90GHz,,Socket:LGA2011Clockspeed:2.9 GHzTurbo Speed:3.8 GHzNo of Cores:8 (2 logical cores per physical)Max TDP:135 W
Description:Socket:FCLGA2011Clockspeed:3.1 GHzTurbo Speed:3.8 GHz10 (2 logical cores per physical)Max TDP:165 W,Intel Xeon E5-2689 v4 @ 3.10GHz,Description:Socket:FCLGA20113.1 GHzTurbo Speed:3.8 GHzNo of Cores:10 (2 logical cores per physical)Max TDP:165 W,,19708Single Thread Rating: 2131,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2689+v4+%40+3.10GHz&id=2853&multi=2,Intel(R) Xeon(R) CPU E5-2689 v4 @ 3.10GHz,,Socket:FCLGA2011Clockspeed:3.1 GHzTurbo Speed:3.8 GHzNo of Cores:10 (2 logical cores per physical)Max TDP:165 W
Description:Socket:LGA 2011Clockspeed:2.6 GHzTurbo Speed:3.6 GHz8 (2 logical cores per physical)Max TDP:115 W,Intel Xeon E5-2689 @ 2.60GHz,Description:Socket:LGA 20112.6 GHzTurbo Speed:3.6 GHzNo of Cores:8 (2 logical cores per physical)Max TDP:115 W,,13869Single Thread Rating: 1835,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2689+%40+2.60GHz&id=1881&multi=2,Intel(R) Xeon(R) CPU E5-2689 0 @ 2.60GHz,,Socket:LGA 2011Clockspeed:2.6 GHzTurbo Speed:3.6 GHzNo of Cores:8 (2 logical cores per physical)Max TDP:115 W
Description:Socket:FCLGA2011-3Clockspeed:3.0 GHzTurbo Speed:3.5 GHz12 (2 logical cores per physical)Max TDP:160 W,Intel Xeon E5-2687W v4 @ 3.00GHz,Description:Socket:FCLGA2011-33.0 GHzTurbo Speed:3.5 GHzNo of Cores:12 (2 logical cores per physical)Max TDP:160 W,,20340Single Thread Rating: 1926,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2687W+v4+%40+3.00GHz&id=2765&multi=2,Intel(R) Xeon(R) CPU E5-2687W v4 @ 3.00GHz,,Socket:FCLGA2011-3Clockspeed:3.0 GHzTurbo Speed:3.5 GHzNo of Cores:12 (2 logical cores per physical)Max TDP:160 W
Description:Socket:LGA2011-v3Clockspeed:3.1 GHzTurbo Speed:3.5 GHz10 (2 logical cores per physical)Max TDP:160 W,[Dual CPU] Intel Xeon E5-2687W v3 @ 3.10GHz,Description:Socket:LGA2011-v33.1 GHzTurbo Speed:3.5 GHzNo of Cores:10 (2 logical cores per physical)Max TDP:160 W,,24769,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2687W+v3+%40+3.10GHz&id=2387&cpuCount=2,Intel(R) Xeon(R) CPU E5-2687W v3 @ 3.10GHz,,Socket:LGA2011-v3Clockspeed:3.1 GHzTurbo Speed:3.5 GHzNo of Cores:10 (2 logical cores per physical)Max TDP:160 W
Description:Socket:LGA2011-v3Clockspeed:3.1 GHzTurbo Speed:3.5 GHz10 (2 logical cores per physical)Max TDP:160 W,Intel Xeon E5-2687W v3 @ 3.10GHz,Description:Socket:LGA2011-v33.1 GHzTurbo Speed:3.5 GHzNo of Cores:10 (2 logical cores per physical)Max TDP:160 W,,17785Single Thread Rating: 1941,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2687W+v3+%40+3.10GHz&id=2387&multi=2,Intel(R) Xeon(R) CPU E5-2687W v3 @ 3.10GHz,,Socket:LGA2011-v3Clockspeed:3.1 GHzTurbo Speed:3.5 GHzNo of Cores:10 (2 logical cores per physical)Max TDP:160 W
Description:Socket:FCLGA2011Clockspeed:3.4 GHzTurbo Speed:4.0 GHz8 (2 logical cores per physical)Max TDP:150 W,[Dual CPU] Intel Xeon E5-2687W v2 @ 3.40GHz,Description:Socket:FCLGA20113.4 GHzTurbo Speed:4.0 GHzNo of Cores:8 (2 logical cores per physical)Max TDP:150 W,,24416,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2687W+v2+%40+3.40GHz&id=2045&cpuCount=2,Intel(R) Xeon(R) CPU E5-2687W v2 @ 3.40GHz,,Socket:FCLGA2011Clockspeed:3.4 GHzTurbo Speed:4.0 GHzNo of Cores:8 (2 logical cores per physical)Max TDP:150 W
Description:Socket:FCLGA2011Clockspeed:3.4 GHzTurbo Speed:4.0 GHz8 (2 logical cores per physical)Max TDP:150 W,Intel Xeon E5-2687W v2 @ 3.40GHz,Description:Socket:FCLGA20113.4 GHzTurbo Speed:4.0 GHzNo of Cores:8 (2 logical cores per physical)Max TDP:150 W,,16633Single Thread Rating: 2059,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2687W+v2+%40+3.40GHz&id=2045&multi=2,Intel(R) Xeon(R) CPU E5-2687W v2 @ 3.40GHz,,Socket:FCLGA2011Clockspeed:3.4 GHzTurbo Speed:4.0 GHzNo of Cores:8 (2 logical cores per physical)Max TDP:150 W
Description:Socket:LGA2011Clockspeed:3.1 GHzTurbo Speed:3.8 GHz8 (2 logical cores per physical)Max TDP:150 W,[Dual CPU] Intel Xeon E5-2687W @ 3.10GHz,Description:Socket:LGA20113.1 GHzTurbo Speed:3.8 GHzNo of Cores:8 (2 logical cores per physical)Max TDP:150 W,,21296,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2687W+%40+3.10GHz&id=1222&cpuCount=2,Intel(R) Xeon(R) CPU E5-2687W 0 @ 3.10GHz,,Socket:LGA2011Clockspeed:3.1 GHzTurbo Speed:3.8 GHzNo of Cores:8 (2 logical cores per physical)Max TDP:150 W
Description:Socket:LGA2011Clockspeed:3.1 GHzTurbo Speed:3.8 GHz8 (2 logical cores per physical)Max TDP:150 W,Intel Xeon E5-2687W @ 3.10GHz,Description:Socket:LGA20113.1 GHzTurbo Speed:3.8 GHzNo of Cores:8 (2 logical cores per physical)Max TDP:150 W,,14439Single Thread Rating: 1872,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2687W+%40+3.10GHz&id=1222&multi=2,Intel(R) Xeon(R) CPU E5-2687W 0 @ 3.10GHz,,Socket:LGA2011Clockspeed:3.1 GHzTurbo Speed:3.8 GHzNo of Cores:8 (2 logical cores per physical)Max TDP:150 W
Description:Socket:LGA2011-v3Clockspeed:2.0 GHzTurbo Speed:3.5 GHz18 (2 logical cores per physical)Max TDP:120 W,Intel Xeon E5-2686 v3 @ 2.00GHz,Description:Socket:LGA2011-v32.0 GHzTurbo Speed:3.5 GHzNo of Cores:18 (2 logical cores per physical)Max TDP:120 W,,19974Single Thread Rating: 1606,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2686+v3+%40+2.00GHz&id=2568&multi=2,Intel(R) Xeon(R) CPU E5-2686 v3 @ 2.00GHz,,Socket:LGA2011-v3Clockspeed:2.0 GHzTurbo Speed:3.5 GHzNo of Cores:18 (2 logical cores per physical)Max TDP:120 W
Description:Socket:LGA2011-v3Clockspeed:2.0 GHzTurbo Speed:3.0 GHz14 (2 logical cores per physical)Max TDP:120 W,[Dual CPU] Intel Xeon E5-2683 v3 @ 2.00GHz,Description:Socket:LGA2011-v32.0 GHzTurbo Speed:3.0 GHzNo of Cores:14 (2 logical cores per physical)Max TDP:120 W,,22561,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2683+v3+%40+2.00GHz&id=2491&cpuCount=2,Intel(R) Xeon(R) CPU E5-2683 v3 @ 2.00GHz,,Socket:LGA2011-v3Clockspeed:2.0 GHzTurbo Speed:3.0 GHzNo of Cores:14 (2 logical cores per physical)Max TDP:120 W
Description:Socket:LGA2011-v3Clockspeed:2.0 GHzTurbo Speed:3.0 GHz14 (2 logical cores per physical)Max TDP:120 W,Intel Xeon E5-2683 v3 @ 2.00GHz,Description:Socket:LGA2011-v32.0 GHzTurbo Speed:3.0 GHzNo of Cores:14 (2 logical cores per physical)Max TDP:120 W,,17955Single Thread Rating: 1694,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2683+v3+%40+2.00GHz&id=2491&multi=2,Intel(R) Xeon(R) CPU E5-2683 v3 @ 2.00GHz,,Socket:LGA2011-v3Clockspeed:2.0 GHzTurbo Speed:3.0 GHzNo of Cores:14 (2 logical cores per physical)Max TDP:120 W
Description:Socket:LGA2011-v3Clockspeed:2.5 GHzTurbo Speed:3.3 GHz12 (2 logical cores per physical)Max TDP:120 W,[Dual CPU] Intel Xeon E5-2680 v3 @ 2.50GHz,Description:Socket:LGA2011-v32.5 GHzTurbo Speed:3.3 GHzNo of Cores:12 (2 logical cores per physical)Max TDP:120 W,,25746,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2680+v3+%40+2.50GHz&id=2390&cpuCount=2,Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,,Socket:LGA2011-v3Clockspeed:2.5 GHzTurbo Speed:3.3 GHzNo of Cores:12 (2 logical cores per physical)Max TDP:120 W
Description:Socket:LGA2011-v3Clockspeed:2.5 GHzTurbo Speed:3.3 GHz12 (2 logical cores per physical)Max TDP:120 W,Intel Xeon E5-2680 v3 @ 2.50GHz,Description:Socket:LGA2011-v32.5 GHzTurbo Speed:3.3 GHzNo of Cores:12 (2 logical cores per physical)Max TDP:120 W,,18840Single Thread Rating: 1875,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2680+v3+%40+2.50GHz&id=2390&multi=2,Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,,Socket:LGA2011-v3Clockspeed:2.5 GHzTurbo Speed:3.3 GHzNo of Cores:12 (2 logical cores per physical)Max TDP:120 W
Description:Socket:FCLGA2011Clockspeed:2.8 GHzTurbo Speed:3.6 GHz10 (2 logical cores per physical)Max TDP:115 W,[Dual CPU] Intel Xeon E5-2680 v2 @ 2.80GHz,Description:Socket:FCLGA20112.8 GHzTurbo Speed:3.6 GHzNo of Cores:10 (2 logical cores per physical)Max TDP:115 W,,23263,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2680+v2+%40+2.80GHz&id=2061&cpuCount=2,Intel(R) Xeon(R) CPU E5-2680 v2 @ 2.80GHz,,Socket:FCLGA2011Clockspeed:2.8 GHzTurbo Speed:3.6 GHzNo of Cores:10 (2 logical cores per physical)Max TDP:115 W
Description:Socket:FCLGA2011Clockspeed:2.8 GHzTurbo Speed:3.6 GHz10 (2 logical cores per physical)Max TDP:115 W,Intel Xeon E5-2680 v2 @ 2.80GHz,Description:Socket:FCLGA20112.8 GHzTurbo Speed:3.6 GHzNo of Cores:10 (2 logical cores per physical)Max TDP:115 W,,16341Single Thread Rating: 1758,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2680+v2+%40+2.80GHz&id=2061&multi=2,Intel(R) Xeon(R) CPU E5-2680 v2 @ 2.80GHz,,Socket:FCLGA2011Clockspeed:2.8 GHzTurbo Speed:3.6 GHzNo of Cores:10 (2 logical cores per physical)Max TDP:115 W
Description:Socket:LGA2011Clockspeed:2.7 GHzTurbo Speed:3.5 GHz8 (2 logical cores per physical)Max TDP:130 W,[Dual CPU] Intel Xeon E5-2680 @ 2.70GHz,Description:Socket:LGA20112.7 GHzTurbo Speed:3.5 GHzNo of Cores:8 (2 logical cores per physical)Max TDP:130 W,,18314,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2680+%40+2.70GHz&id=1221&cpuCount=2,Intel(R) Xeon(R) CPU E5-2680 0 @ 2.70GHz,,Socket:LGA2011Clockspeed:2.7 GHzTurbo Speed:3.5 GHzNo of Cores:8 (2 logical cores per physical)Max TDP:130 W
Description:Socket:LGA2011Clockspeed:2.7 GHzTurbo Speed:3.5 GHz8 (2 logical cores per physical)Max TDP:130 W,Intel Xeon E5-2680 @ 2.70GHz,Description:Socket:LGA20112.7 GHzTurbo Speed:3.5 GHzNo of Cores:8 (2 logical cores per physical)Max TDP:130 W,,12973Single Thread Rating: 1659,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2680+%40+2.70GHz&id=1221&multi=2,Intel(R) Xeon(R) CPU E5-2680 0 @ 2.70GHz,,Socket:LGA2011Clockspeed:2.7 GHzTurbo Speed:3.5 GHzNo of Cores:8 (2 logical cores per physical)Max TDP:130 W
Description:Socket:FCLGA2011-3Clockspeed:2.5 GHzTurbo Speed:3.3 GHz20 (2 logical cores per physical)Max TDP:200 W,Intel Xeon E5-2679 v4 @ 2.50GHz,Description:Socket:FCLGA2011-32.5 GHzTurbo Speed:3.3 GHzNo of Cores:20 (2 logical cores per physical)Max TDP:200 W,,25236Single Thread Rating: 1837,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2679+v4+%40+2.50GHz&id=2805&multi=2,Intel(R) Xeon(R) CPU E5-2679 v4 @ 2.50GHz,,Socket:FCLGA2011-3Clockspeed:2.5 GHzTurbo Speed:3.3 GHzNo of Cores:20 (2 logical cores per physical)Max TDP:200 W
Description:Socket:LGA2011-v3Clockspeed:2.5 GHzTurbo Speed:3.1 GHz12 (2 logical cores per physical)Max TDP:120 W,Intel Xeon E5-2678 v3 @ 2.50GHz,Description:Socket:LGA2011-v32.5 GHzTurbo Speed:3.1 GHzNo of Cores:12 (2 logical cores per physical)Max TDP:120 W,,16618Single Thread Rating: 1553,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2678+v3+%40+2.50GHz&id=2584&multi=2,Intel(R) Xeon(R) CPU E5-2678 v3 @ 2.50GHz,,Socket:LGA2011-v3Clockspeed:2.5 GHzTurbo Speed:3.1 GHzNo of Cores:12 (2 logical cores per physical)Max TDP:120 W
Description:Socket:LGA2011-v3Clockspeed:1.8 GHzTurbo Speed:2.3 GHz16 (2 logical cores per physical),Intel Xeon E5-2675 v3 @ 1.80GHz,Description:Socket:LGA2011-v31.8 GHzTurbo Speed:2.3 GHzNo of Cores:16 (2 logical cores per physical),,15872Single Thread Rating: 1293,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2675+v3+%40+1.80GHz&id=2686&multi=2,Intel(R) Xeon(R) CPU E5-2675 v3 @ 1.80GHz,,Socket:LGA2011-v3Clockspeed:1.8 GHzTurbo Speed:2.3 GHzNo of Cores:16 (2 logical cores per physical)
Description:Socket:LGA2011-v3Clockspeed:2.4 GHzTurbo Speed:4.0 GHz12 (2 logical cores per physical)Max TDP:110 W,Intel Xeon E5-2673 v3 @ 2.40GHz,Description:Socket:LGA2011-v32.4 GHzTurbo Speed:4.0 GHzNo of Cores:12 (2 logical cores per physical)Max TDP:110 W,,16724Single Thread Rating: 1659,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2673+v3+%40+2.40GHz&id=2606&multi=2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,,Socket:LGA2011-v3Clockspeed:2.4 GHzTurbo Speed:4.0 GHzNo of Cores:12 (2 logical cores per physical)Max TDP:110 W
Description:Socket:LGA2011-v3Clockspeed:2.3 GHzTurbo Speed:3.1 GHz12 (2 logical cores per physical)Max TDP:120 W,[Dual CPU] Intel Xeon E5-2670 v3 @ 2.30GHz,Description:Socket:LGA2011-v32.3 GHzTurbo Speed:3.1 GHzNo of Cores:12 (2 logical cores per physical)Max TDP:120 W,,22953,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2670+v3+%40+2.30GHz&id=2337&cpuCount=2,Intel(R) Xeon(R) CPU E5-2670 v3 @ 2.30GHz,,Socket:LGA2011-v3Clockspeed:2.3 GHzTurbo Speed:3.1 GHzNo of Cores:12 (2 logical cores per physical)Max TDP:120 W
Description:Socket:LGA2011-v3Clockspeed:2.3 GHzTurbo Speed:3.1 GHz12 (2 logical cores per physical)Max TDP:120 W,Intel Xeon E5-2670 v3 @ 2.30GHz,Description:Socket:LGA2011-v32.3 GHzTurbo Speed:3.1 GHzNo of Cores:12 (2 logical cores per physical)Max TDP:120 W,,16549Single Thread Rating: 1690,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2670+v3+%40+2.30GHz&id=2337&multi=2,Intel(R) Xeon(R) CPU E5-2670 v3 @ 2.30GHz,,Socket:LGA2011-v3Clockspeed:2.3 GHzTurbo Speed:3.1 GHzNo of Cores:12 (2 logical cores per physical)Max TDP:120 W
Description:Socket:FCLGA2011Clockspeed:2.5 GHzTurbo Speed:3.3 GHz10 (2 logical cores per physical)Max TDP:115 W,[Dual CPU] Intel Xeon E5-2670 v2 @ 2.50GHz,Description:Socket:FCLGA20112.5 GHzTurbo Speed:3.3 GHzNo of Cores:10 (2 logical cores per physical)Max TDP:115 W,,22149,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2670+v2+%40+2.50GHz&id=2152&cpuCount=2,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,,Socket:FCLGA2011Clockspeed:2.5 GHzTurbo Speed:3.3 GHzNo of Cores:10 (2 logical cores per physical)Max TDP:115 W
Description:Socket:FCLGA2011Clockspeed:2.5 GHzTurbo Speed:3.3 GHz10 (2 logical cores per physical)Max TDP:115 W,Intel Xeon E5-2670 v2 @ 2.50GHz,Description:Socket:FCLGA20112.5 GHzTurbo Speed:3.3 GHzNo of Cores:10 (2 logical cores per physical)Max TDP:115 W,,14975Single Thread Rating: 1576,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2670+v2+%40+2.50GHz&id=2152&multi=2,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,,Socket:FCLGA2011Clockspeed:2.5 GHzTurbo Speed:3.3 GHzNo of Cores:10 (2 logical cores per physical)Max TDP:115 W
Description:Socket:LGA2011Clockspeed:2.6 GHzTurbo Speed:3.3 GHz8 (2 logical cores per physical)Max TDP:115 W,[Dual CPU] Intel Xeon E5-2670 @ 2.60GHz,Description:Socket:LGA20112.6 GHzTurbo Speed:3.3 GHzNo of Cores:8 (2 logical cores per physical)Max TDP:115 W,,18531,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2670+%40+2.60GHz&id=1220&cpuCount=2,Intel(R) Xeon(R) CPU E5-2670 0 @ 2.60GHz,,Socket:LGA2011Clockspeed:2.6 GHzTurbo Speed:3.3 GHzNo of Cores:8 (2 logical cores per physical)Max TDP:115 W
Description:Socket:LGA2011Clockspeed:2.6 GHzTurbo Speed:3.3 GHz8 (2 logical cores per physical)Max TDP:115 W,Intel Xeon E5-2670 @ 2.60GHz,Description:Socket:LGA20112.6 GHzTurbo Speed:3.3 GHzNo of Cores:8 (2 logical cores per physical)Max TDP:115 W,,12412Single Thread Rating: 1609,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2670+%40+2.60GHz&id=1220&multi=2,Intel(R) Xeon(R) CPU E5-2670 0 @ 2.60GHz,,Socket:LGA2011Clockspeed:2.6 GHzTurbo Speed:3.3 GHzNo of Cores:8 (2 logical cores per physical)Max TDP:115 W
Description:Socket:LGA2011-v3Clockspeed:3.2 GHzTurbo Speed:3.6 GHz8 (2 logical cores per physical)Max TDP:135 W,[Dual CPU] Intel Xeon E5-2667 v3 @ 3.20GHz,Description:Socket:LGA2011-v33.2 GHzTurbo Speed:3.6 GHzNo of Cores:8 (2 logical cores per physical)Max TDP:135 W,,22935,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2667+v3+%40+3.20GHz&id=2441&cpuCount=2,Intel(R) Xeon(R) CPU E5-2667 v3 @ 3.20GHz,,Socket:LGA2011-v3Clockspeed:3.2 GHzTurbo Speed:3.6 GHzNo of Cores:8 (2 logical cores per physical)Max TDP:135 W
Description:Socket:LGA2011-v3Clockspeed:3.2 GHzTurbo Speed:3.6 GHz8 (2 logical cores per physical)Max TDP:135 W,Intel Xeon E5-2667 v3 @ 3.20GHz,Description:Socket:LGA2011-v33.2 GHzTurbo Speed:3.6 GHzNo of Cores:8 (2 logical cores per physical)Max TDP:135 W,,16125Single Thread Rating: 2048,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2667+v3+%40+3.20GHz&id=2441&multi=2,Intel(R) Xeon(R) CPU E5-2667 v3 @ 3.20GHz,,Socket:LGA2011-v3Clockspeed:3.2 GHzTurbo Speed:3.6 GHzNo of Cores:8 (2 logical cores per physical)Max TDP:135 W
Description:Socket:LGA 2011Clockspeed:3.3 GHzTurbo Speed:4.0 GHz8 (2 logical cores per physical)Max TDP:130 W,[Dual CPU] Intel Xeon E5-2667 v2 @ 3.30GHz,Description:Socket:LGA 20113.3 GHzTurbo Speed:4.0 GHzNo of Cores:8 (2 logical cores per physical)Max TDP:130 W,,23295,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2667+v2+%40+3.30GHz&id=2154&cpuCount=2,Intel(R) Xeon(R) CPU E5-2667 v2 @ 3.30GHz,,Socket:LGA 2011Clockspeed:3.3 GHzTurbo Speed:4.0 GHzNo of Cores:8 (2 logical cores per physical)Max TDP:130 W
Description:Socket:LGA 2011Clockspeed:3.3 GHzTurbo Speed:4.0 GHz8 (2 logical cores per physical)Max TDP:130 W,Intel Xeon E5-2667 v2 @ 3.30GHz,Description:Socket:LGA 20113.3 GHzTurbo Speed:4.0 GHzNo of Cores:8 (2 logical cores per physical)Max TDP:130 W,,16415Single Thread Rating: 2048,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2667+v2+%40+3.30GHz&id=2154&multi=2,Intel(R) Xeon(R) CPU E5-2667 v2 @ 3.30GHz,,Socket:LGA 2011Clockspeed:3.3 GHzTurbo Speed:4.0 GHzNo of Cores:8 (2 logical cores per physical)Max TDP:130 W
Description:Socket:LGA2011Clockspeed:2.9 GHzTurbo Speed:3.5 GHz6 (2 logical cores per physical)Max TDP:130 W,[Dual CPU] Intel Xeon E5-2667 @ 2.90GHz,Description:Socket:LGA20112.9 GHzTurbo Speed:3.5 GHzNo of Cores:6 (2 logical cores per physical)Max TDP:130 W,,17014,http://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5-2667+%40+2.90GHz&id=1488&cpuCount=2,Intel(R) Xeon(R) CPU E5-2667 0 @ 2.90GHz,,Socket:LGA2011Clockspeed:2.9 GHzTurbo Speed:3.5 GHzNo of Cores:6 (2 logical cores per physical)Max TDP:130 W
