memoria_max_meret,name,videokartya_memoria,processzor_orajel,memoria_foglalat,price,oprend,processzor_tipusa,memoria_tipusa,kijelzo_felbontas,link,videokartya_model,memoria_merete,videokartya_tipusa,processzor_modell,memoria_max_seb,kijelzo_meret
,<title>Dell Vostro 3559 V3559-5 Notebook Árak - Dell Vostro 3559 V3559-5 Laptop Akció</title>,2 GB,2.5 GHz,,"
          232 131 Ft-tól
      ",Windows 10 Pro,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/dell/vostro-3559-v3559-5-p343065130/,AMD Radeon R5 M315,4 GB,Dedikált,6500U,1600 MHz,"15.6"""
,<title>HP Pavilion 15-ak003ng T1K72EA Notebook Árak - HP Pavilion 15-ak003ng T1K72EA Laptop Akció</title>,4 GB,2.6 GHz,,"
          445 000 Ft
        ",Windows 10 Home,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/hp/pavilion-15-ak003ng-t1k72ea-p327406435/,Nvidia GeForce GTX 950M,16 GB,Dedikált,6700HQ,,"15"""
,<title>Dell Inspiron 7559 7559-3146 Notebook Árak - Dell Inspiron 7559 7559-3146 Laptop Akció</title>,4 GB,2.6 GHz,,"
          369 470 Ft
        ",Windows 10 Home,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/dell/inspiron-7559-7559-3146-p333727407/,Nvidia GeForce GTX 960M,8 GB,Dedikált,6700HQ,1600 MHz,"15.6"""
,<title>Lenovo IdeaPad B51-80 80LM00TJCK Notebook Árak - Lenovo IdeaPad B51-80 80LM00TJCK Laptop Akció</title>,2 GB,2.5 GHz,,"
          203 990 Ft
        ",,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/lenovo/ideapad-b51-80-80lm00tjck-p341526222/,AMD Radeon R5 M330,4 GB,Dedikált,6500U,1600 MHz,"15.6"""
16 GB,<title>MSI PE70-2QEi78H11 Notebook Árak - MSI PE70-2QEi78H11 Laptop Akció</title>,2 GB,2.7 GHz,2,"
          594 515 Ft
        ",Windows 8.1,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/msi/pe70-2qei78h11-p286382591/,Nvidia GeForce GTX 960M,8 GB,Dedikált,4720HQ,1600 MHz,"17.3"""
,<title>MSI GE62-2QFi716SR21BW Notebook Árak - MSI GE62-2QFi716SR21BW Laptop Akció</title>,3 GB,,,"
          521 990 Ft
        ",Windows 10 Home,Intel Core i7,,1920 x 1080,http://www.arukereso.hu/notebook-c3100/msi/ge62-2qfi716sr21bw-p306532439/,Nvidia GeForce GTX 970M,16 GB,Dedikált,5700HQ,,"17.3"""
,<title>Lenovo IdeaPad 300 80Q70087CK Notebook Árak - Lenovo IdeaPad 300 80Q70087CK Laptop Akció</title>,2 GB,2.5 GHz,,"
          226 990 Ft
        ",,Intel Core i7,DDR3,1366 x 768,http://www.arukereso.hu/notebook-c3100/lenovo/ideapad-300-80q70087ck-p335074922/,AMD Radeon R5 M330,8 GB,Dedikált,6500U,1600 MHz,"15.6"""
,<title>Lenovo ThinkPad T460p 20FW003KMC Notebook Árak - Lenovo ThinkPad T460p 20FW003KMC Laptop Akció</title>,2 GB,2.7 GHz,,"
          789 990 Ft
        ",Windows 10 Pro,Intel Core i7,,2560 x 1440,http://www.arukereso.hu/notebook-c3100/lenovo/thinkpad-t460p-20fw003kmc-p342106072/,Nvidia GeForce 940MX,16 GB,Dedikált,6820HQ,2133 MHz,"14"""
16 GB,<title>Acer Aspire F5-572G-72W8 LIN NX.GAKEX.005 Notebook Árak - Acer Aspire F5-572G-72W8 LIN NX.GAKEX.005 Laptop Akció</title>,4 GB,2.5 GHz,2,"
          229 900 Ft
        ",Linux,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/acer/aspire-f5-572g-72w8-lin-nx-gakex-005-p330636877/,Nvidia GeForce 940M,8 GB,Dedikált,6500U,1600 MHz,"15.6"""
,<title>MSI GT72-6QDG16H11 Notebook Árak - MSI GT72-6QDG16H11 Laptop Akció</title>,3 GB,2.6 GHz,,"
          750 990 Ft
        ",Windows 10 Home,Intel Core i7,,1920 x 1080,http://www.arukereso.hu/notebook-c3100/msi/gt72-6qdg16h11-p312641581/,Nvidia GeForce GTX 970M,16 GB,Dedikált,6700HQ,,"17.3"""
,<title>HP ZBook 17 G3 T7V62EA Notebook Árak - HP ZBook 17 G3 T7V62EA Laptop Akció</title>,4 GB,2.6 GHz,4,"
          662 890 Ft-tól
      ",Windows 10 Pro,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/hp/zbook-17-g3-t7v62ea-p332999817/,Nvidia Quadro M2000M,8 GB,Dedikált,6700HQ,2133 MHz,"17.3"""
16 GB,<title>Acer Aspire E5-574G-77YG LIN NX.G3BEX.004 Notebook Árak - Acer Aspire E5-574G-77YG LIN NX.G3BEX.004 Laptop Akció</title>,2 GB,2.5 GHz,2,"
          209 900 Ft
        ",Linux,Intel Core i7,DDR3,1366 x 768,http://www.arukereso.hu/notebook-c3100/acer/aspire-e5-574g-77yg-lin-nx-g3bex-004-p330637207/,Nvidia GeForce 920M,4 GB,Dedikált,6500U,1600 MHz,"15"""
,<title>ASUS VivoBook Pro N552VX-FY105T Notebook Árak - ASUS VivoBook Pro N552VX-FY105T Laptop Akció</title>,4 GB,2.6 GHz,,"
          380 990 Ft
        ",Windows 10 Home,Intel Core i7,,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/vivobook-pro-n552vx-fy105t-p332678473/,Nvidia GeForce GTX 950M,8 GB,Dedikált,6700HQ,,"15.6"""
,<title>ASUS ROG GL752VW-T4112T Notebook Árak - ASUS ROG GL752VW-T4112T Laptop Akció</title>,4 GB,2.6 GHz,,"
          470 190 Ft
        ",Windows 10 Home,Intel Core i7,,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/rog-gl752vw-t4112t-p332678397/,Nvidia GeForce GTX 960M,8 GB,Dedikált,6700HQ,,"17.3"""
,<title>HP ProBook 650 G1 T4H53ES Notebook Árak - HP ProBook 650 G1 T4H53ES Laptop Akció</title>,1 GB,2.5 GHz,,"
          475 970 Ft
        ",Windows 10 Pro,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/hp/probook-650-g1-t4h53es-p324680733/,AMD Radeon HD 8570M,8 GB,Dedikált,4710MQ,1600 MHz,"15.6"""
,<title>HP ZBook 15 G3 T7V53EA Notebook Árak - HP ZBook 15 G3 T7V53EA Laptop Akció</title>,2 GB,2.6 GHz,4,"
          670 874 Ft-tól
      ",Windows 10 Pro,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/hp/zbook-15-g3-t7v53ea-p334024274/,Nvidia Quadro M1000M,8 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
,<title>MSI WS60-6QI16H21FD Notebook Árak - MSI WS60-6QI16H21FD Laptop Akció</title>,2 GB,,,"
          689 990 Ft
        ",Operációs rendszer nélkül,Intel Core i7,,1920 x 1080,http://www.arukereso.hu/notebook-c3100/msi/ws60-6qi16h21fd-p332552563/,Nvidia Quadro M1000M,16 GB,Dedikált,6700HQ,,"15.6"""
,<title>MSI WS60-6QI8H11FD Notebook Árak - MSI WS60-6QI8H11FD Laptop Akció</title>,2 GB,,,"
          625 990 Ft
        ",Operációs rendszer nélkül,Intel Core i7,,1920 x 1080,http://www.arukereso.hu/notebook-c3100/msi/ws60-6qi8h11fd-p332552429/,Nvidia Quadro M1000M,8 GB,Dedikált,6700HQ,,"15.6"""
,<title>HP ZBook 17 G3 T7V63EA Notebook Árak - HP ZBook 17 G3 T7V63EA Laptop Akció</title>,2 GB,2.6 GHz,4,"
          780 393 Ft-tól
      ",Windows 10 Pro,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/hp/zbook-17-g3-t7v63ea-p332669947/,Nvidia Quadro M1000,8 GB,Dedikált,6700HQ,2133 MHz,"17.3"""
,<title>ASUS ROG G752VY-GC083T Notebook Árak - ASUS ROG G752VY-GC083T Laptop Akció</title>,4 GB,,,"
          694 990 Ft
        ",Windows 10 Home,Intel Core i7,,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/rog-g752vy-gc083t-p332728557/,Nvidia GeForce GTX 980M,16 GB,Dedikált,6700HQ,,"17.3"""
,<title>HP ENVY 17-r110ng W2V94EA Notebook Árak - HP ENVY 17-r110ng W2V94EA Laptop Akció</title>,4 GB,2.6 GHz,,"
          520 990 Ft
        ",Windows 10 Home,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/hp/envy-17-r110ng-w2v94ea-p338799716/,Nvidia GeForce GTX 950M,16 GB,Dedikált,6700HQ,,"17.3"""
,<title>Dell Inspiron 5558 DI5558N4-5500-8GH1TD4RM-11 Notebook Árak - Dell Inspiron 5558 DI5558N4-5500-8GH1TD4RM-11 Laptop Akció</title>,4 GB,2.4 GHz,,"
          211 891 Ft-tól
      ",Operációs rendszer nélkül,Intel Core i7,DDR3,1366 x 768,http://www.arukereso.hu/notebook-c3100/dell/inspiron-5558-di5558n4-5500-8gh1td4rm-11-p295512071/,Nvidia GeForce 920M,8 GB,Dedikált,5500U,1600 MHz,"15.6"""
16 GB,<title>Dell Inspiron 5559 214158 Notebook Árak - Dell Inspiron 5559 214158 Laptop Akció</title>,4 GB,2.5 GHz,2,"
          228 308 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR3,1366 x 768,http://www.arukereso.hu/notebook-c3100/dell/inspiron-5559-214158-p343943490/,AMD Radeon R5 M335,8 GB,Dedikált,6500U,1600 MHz,"15.6"""
,<title>MSI WS60-6QI81FD Notebook Árak - MSI WS60-6QI81FD Laptop Akció</title>,2 GB,2.6 GHz,,"
          679 990 Ft
        ",Operációs rendszer nélkül,Intel Core i7,,1920 x 1080,http://www.arukereso.hu/notebook-c3100/msi/ws60-6qi81fd-p332410961/,Nvidia Quadro M1000M,8 GB,Dedikált,6700HQ,,"15.6"""
,<title>ASUS N551JX-CN156T Notebook Árak - ASUS N551JX-CN156T Laptop Akció</title>,2 GB,2.6 GHz,,"
          364 990 Ft
        ",Windows 10 Home,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/n551jx-cn156t-p308117431/,Nvidia GeForce GTX 950M,8 GB,Dedikált,4720HQ,1600 MHz,"15.6"""
,<title>Dell Inspiron 7778 7778-1159 Notebook Árak - Dell Inspiron 7778 7778-1159 Laptop Akció</title>,,2.5 GHz,,"
          452 040 Ft
        ",Windows 10 Home,Intel Core i7,,1920 x 1080,http://www.arukereso.hu/notebook-c3100/dell/inspiron-7778-7778-1159-p345846410/,Nvidia GeForce 940MX,16 GB,Dedikált,6500U,,"17.3"""
,<title>MSI GE72 6QF-061CZ Notebook Árak - MSI GE72 6QF-061CZ Laptop Akció</title>,3 GB,2.6 GHz,,"
          499 990 Ft
        ",,Intel Core i7,,1920 x 1080,http://www.arukereso.hu/notebook-c3100/msi/ge72-6qf-061cz-p335123948/,Nvidia GeForce GTX 970M,8 GB,Dedikált,6700HQ,2133 MHz,"17.3"""
16 GB,<title>Dell Inspiron 5759 5759-5252 Notebook Árak - Dell Inspiron 5759 5759-5252 Laptop Akció</title>,4 GB,2.5 GHz,2,"
          289 990 Ft-tól
      ",Windows 10 Pro,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/dell/inspiron-5759-5759-5252-p340612722/,AMD Radeon R5 M335,8 GB,Dedikált,6500U,1600 MHz,"17.3"""
,<title>HP ZBook 14 G2 M4R38ET Notebook Árak - HP ZBook 14 G2 M4R38ET Laptop Akció</title>,1 GB,2.6 GHz,,"
          523 212 Ft-tól
      ",Windows 10 Pro,Intel Core i7,,1920 x 1080,http://www.arukereso.hu/notebook-c3100/hp/zbook-14-g2-m4r38et-p336972590/,AMD FirePro M4150,16 GB,Dedikált,5600U,,"14"""
,<title>ASUS ROG GL502VY-FI122T Notebook Árak - ASUS ROG GL502VY-FI122T Laptop Akció</title>,4 GB,2.6 GHz,,"
          595 550 Ft-tól
      ",Windows 10 Home,Intel Core i7,,3840 x 2160,http://www.arukereso.hu/notebook-c3100/asus/rog-gl502vy-fi122t-p344232070/,Nvidia GeForce GTX 980M,8 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
,<title>Lenovo IdeaPad B50-80 80EW01R4CK Notebook Árak - Lenovo IdeaPad B50-80 80EW01R4CK Laptop Akció</title>,2 GB,2.4 GHz,,"
          246 990 Ft
        ",Windows 8.1 Pro,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/lenovo/ideapad-b50-80-80ew01r4ck-p298188701/,AMD Radeon R5 M330,8 GB,Dedikált,5500U,1600 MHz,"15.6"""
,<title>ASUS VivoBook Pro N552VX-FY104T Notebook Árak - ASUS VivoBook Pro N552VX-FY104T Laptop Akció</title>,4 GB,2.6 GHz,,"
          380 990 Ft
        ",Windows 10 Home,Intel Core i7,,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/vivobook-pro-n552vx-fy104t-p332730715/,Nvidia GeForce GTX 950M,8 GB,Dedikált,6700HQ,,"15.6"""
,<title>Dell Alienware 13 A13-0573 Notebook Árak - Dell Alienware 13 A13-0573 Laptop Akció</title>,2 GB,2.5 GHz,,"
          614 990 Ft
        ",Windows 10 Home,Intel Core i7,DDR3,3200 x 1800,http://www.arukereso.hu/notebook-c3100/dell/alienware-13-a13-0573-p342044900/,Nvidia GeForce GTX 960M,4 GB,Dedikált,6500U,1600 MHz,"13.3"""
,<title>ASUS X555UB-DM080T Notebook Árak - ASUS X555UB-DM080T Laptop Akció</title>,2 GB,2.5 GHz,,"
          249 990 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/x555ub-dm080t-p327645075/,Nvidia GeForce 940M,8 GB,Dedikált,6500U,1600 MHz,"15.6"""
32 GB,<title>HP ZBook 15 G2 M4R57EA Notebook Árak - HP ZBook 15 G2 M4R57EA Laptop Akció</title>,2 GB,2.5 GHz,4,"
          743 990 Ft-tól
      ",Windows 8.1 Pro,Intel Core i7,DDR3,3200 x 1800,http://www.arukereso.hu/notebook-c3100/hp/zbook-15-g2-m4r57ea-p306979351/,Nvidia Quadro K2100M,8 GB,Dedikált,4710MQ,1600 MHz,"15.6"""
,<title>Dell Inspiron 5759 5759-8795 Notebook Árak - Dell Inspiron 5759 5759-8795 Laptop Akció</title>,4 GB,2.5 GHz,,"
          346 890 Ft
        ",Windows 10 Pro,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/dell/inspiron-5759-5759-8795-p343142264/,AMD Radeon R5 M335,8 GB,Dedikált,6500U,1600 MHz,"17.3"""
,<title>HP ZBook 17 G3 T7V60EA Notebook Árak - HP ZBook 17 G3 T7V60EA Laptop Akció</title>,2 GB,2.6 GHz,4,"
          547 990 Ft-tól
      ",Windows 10 Pro,Intel Core i7,DDR4,1600 x 900,http://www.arukereso.hu/notebook-c3100/hp/zbook-17-g3-t7v60ea-p332999719/,Nvidia Quadro M1000 ,8 GB,Dedikált,6700HQ,2133 MHz,"17.3"""
,<title>ASUS ROG G752VT-GC031T Notebook Árak - ASUS ROG G752VT-GC031T Laptop Akció</title>,3 GB,,,"
          627 990 Ft
        ",Windows 10 Home,Intel Core i7,,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/rog-g752vt-gc031t-p332728649/,Nvidia GeForce GTX 970M,16 GB,Dedikált,6700HQ,,"17.3"""
,<title>HP ENVY 15-ae103nc P4A80EA Notebook Árak - HP ENVY 15-ae103nc P4A80EA Laptop Akció</title>,4 GB,2.5 GHz,,"
          396 990 Ft
        ",Windows 10 Pro,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/hp/envy-15-ae103nc-p4a80ea-p308321793/,Nvidia GeForce GTX 950M,8 GB,Dedikált,6500U,1600 MHz,"15.6"""
,<title>MSI GT72-6QDG16H21 Notebook Árak - MSI GT72-6QDG16H21 Laptop Akció</title>,3 GB,2.6 GHz,,"
          719 990 Ft
        ",Windows 10 Home,Intel Core i7,,1920 x 1080,http://www.arukereso.hu/notebook-c3100/msi/gt72-6qdg16h21-p335817172/,Nvidia GeForce GTX 970M,16 GB,Dedikált,6700HQ,,"17.3"""
,<title>Lenovo IdeaPad U31-70 80M5005RCK Notebook Árak - Lenovo IdeaPad U31-70 80M5005RCK Laptop Akció</title>,2 GB,2.4 GHz,,"
          239 990 Ft
        ",Windows 8.1,Intel Core i7,DDR3,1366 x 768,http://www.arukereso.hu/notebook-c3100/lenovo/ideapad-u31-70-80m5005rck-p293352869/,Nvidia GeForce 920M,4 GB,Dedikált,5500U,1600 MHz,"13.3"""
,<title>Dell Latitude E5570 E5570-20 Notebook Árak - Dell Latitude E5570 E5570-20 Laptop Akció</title>,2 GB,2.6 GHz,,"
          432 770 Ft-tól
      ",Windows 10 Pro,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/dell/latitude-e5570-e5570-20-p344358326/,AMD Radeon R7 M360,8 GB,Dedikált,6600U,2133 MHz,"15.6"""
,<title>MSI PE70-6QEi78H21 Notebook Árak - MSI PE70-6QEi78H21 Laptop Akció</title>,2 GB,,,"
          399 990 Ft
        ",Windows 10 Home,Intel Core i7,,1920 x 1080,http://www.arukereso.hu/notebook-c3100/msi/pe70-6qei78h21-p325031627/,Nvidia GeForce GTX 960M,8 GB,Dedikált,6700HQ,,"17.3"""
16 GB,<title>ASUS ZenBook Pro UX501VW-FY057R Notebook Árak - ASUS ZenBook Pro UX501VW-FY057R Laptop Akció</title>,2 GB,2.6 GHz,1,"
          470 990 Ft-tól
      ",Windows 10 Pro,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/zenbook-pro-ux501vw-fy057r-p336973522/,Nvidia GeForce GTX 960M,8 GB,Dedikált,6700HQ,1600 MHz,"15.6"""
,<title>ASUS F556UB-DM069T Notebook Árak - ASUS F556UB-DM069T Laptop Akció</title>,2 GB,2.5 GHz,,"
          279 900 Ft
        ",,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/f556ub-dm069t-p338088922/,Nvidia GeForce 940M,8 GB,Dedikált,6500U,1600 MHz,"15.6"""
64 GB,<title>Lenovo ThinkPad P50 20EN0005GE Notebook Árak - Lenovo ThinkPad P50 20EN0005GE Laptop Akció</title>,2 GB,2.6 GHz,4,"
          662 831 Ft
        ",Windows 10 Pro,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/lenovo/thinkpad-p50-20en0005ge-p327101571/,Nvidia Quadro M1000M,8 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
,<title>Lenovo ThinkPad Edge E460 20ET004BXS Notebook Árak - Lenovo ThinkPad Edge E460 20ET004BXS Laptop Akció</title>,2 GB,2.5 GHz,,"
          328 990 Ft
        ",Windows 10 Pro,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/lenovo/thinkpad-edge-e460-20et004bxs-p333372699/,AMD Radeon R7 M360,8 GB,Dedikált,6500U,1600 MHz,"14"""
,<title>ASUS ROG GL771JW-T7098H Notebook Árak - ASUS ROG GL771JW-T7098H Laptop Akció</title>,4 GB,,,"
          488 990 Ft
        ",Windows 8.1,Intel Core i7,,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/rog-gl771jw-t7098h-p286382521/,Nvidia GeForce GTX 960M,8 GB,Dedikált,4720HQ,,"17.3"""
,<title>ASUS ROG G551VW-FW170T Notebook Árak - ASUS ROG G551VW-FW170T Laptop Akció</title>,4 GB,2.6 GHz,,"
          549 990 Ft
        ",,Intel Core i7,,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/rog-g551vw-fw170t-p341057822/,Nvidia GeForce GTX 960M,16 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
,<title>MSI GL72-6QFi78H11 Notebook Árak - MSI GL72-6QFi78H11 Laptop Akció</title>,2 GB,2.6 GHz,,"
          395 990 Ft-tól
      ",Windows 10 Home,Intel Core i7,,1920 x 1080,http://www.arukereso.hu/notebook-c3100/msi/gl72-6qfi78h11-p332552483/,Nvidia GeForce GTX 960M,8 GB,Dedikált,6700HQ,,"17.3"""
,<title>HP EliteBook 850 G3 V1C48EA Notebook Árak - HP EliteBook 850 G3 V1C48EA Laptop Akció</title>,1 GB,2.5 GHz,,"
          428 990 Ft-tól
      ",Windows 10 Pro,Intel Core i7,,1920 x 1080,http://www.arukereso.hu/notebook-c3100/hp/elitebook-850-g3-v1c48ea-p336547496/,AMD Radeon R8 M365,8 GB,Dedikált,6500U,2133 MHz,"15.6"""
,<title>MSI GE72 6QC-256CZ Notebook Árak - MSI GE72 6QC-256CZ Laptop Akció</title>,2 GB,2.6 GHz,,"
          458 720 Ft
        ",Windows 10 Home,Intel Core i7,,1920 x 1080,http://www.arukereso.hu/notebook-c3100/msi/ge72-6qc-256cz-p332552045/,Nvidia GeForce GTX 960M,8 GB,Dedikált,6700HQ,2133 MHz,"17.3"""
,<title>ASUS VivoBook Pro N552VX-FI035T Notebook Árak - ASUS VivoBook Pro N552VX-FI035T Laptop Akció</title>,2 GB,2.6 GHz,,"
          419 990 Ft-tól
      ",Windows 10 Home,Intel Core i7,,3840 x 2160,http://www.arukereso.hu/notebook-c3100/asus/vivobook-pro-n552vx-fi035t-p332997319/,Nvidia GeForce GTX 950M,8 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
64 GB,<title>MSI GT72S-6QEG81 Notebook Árak - MSI GT72S-6QEG81 Laptop Akció</title>,4 GB,2.6 GHz,4,"
          649 990 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/msi/gt72s-6qeg81-p306978225/,Nvidia GeForce GTX 980M,16 GB,Dedikált,6700HQ,,"17.3"""
,<title>Dell Inspiron 7559 DI7559N4-6700-16GH1T12SW1UTBK-11 Notebook Árak - Dell Inspiron 7559 DI7559N4-6700-16GH1T12SW1UTBK-11 Laptop Akció</title>,4 GB,2.6 GHz,,"
          468 500 Ft
        ",Windows 10 Home,Intel Core i7,DDR3,3840 x 2160,http://www.arukereso.hu/notebook-c3100/dell/inspiron-7559-di7559n4-6700-16gh1t12sw1utbk-11-p327645035/,Nvidia GeForce GTX 960M,16 GB,Dedikált,6700HQ,1600 MHz,"15.6"""
,<title>MSI GS43VR-6RE16H21 Notebook Árak - MSI GS43VR-6RE16H21 Laptop Akció</title>,6 GB,2.6 GHz,,"
          661 000 Ft
        ",Windows 10 Home,Intel Core i7,,1920 x 1080,http://www.arukereso.hu/notebook-c3100/msi/gs43vr-6re16h21-p344850144/,Nvidia GeForce GTX 1060,16 GB,Dedikált,6700HQ,,"14"""
,<title>MSI GP62-2QEi78S5 Notebook Árak - MSI GP62-2QEi78S5 Laptop Akció</title>,2 GB,2.7 GHz,,"
          361 440 Ft
        ",Operációs rendszer nélkül,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/msi/gp62-2qei78s5-p335740064/,Nvidia GeForce GTX 950M,8 GB,Dedikált,5700HQ,1600 MHz,"15.6"""
32 GB,<title>MSI GE62-6QD16H11 Notebook Árak - MSI GE62-6QD16H11 Laptop Akció</title>,2 GB,2.6 GHz,2,"
          457 990 Ft-tól
      ",Windows 10 Home,Intel Core i7,DDR4,1920 x 1080,http://www.arukereso.hu/notebook-c3100/msi/ge62-6qd16h11-p312641579/,Nvidia GeForce GTX 960M,16 GB,Dedikált,6700HQ,2133 MHz,"15.6"""
,<title>MSI PX60 2QD-044CZ Notebook Árak - MSI PX60 2QD-044CZ Laptop Akció</title>,2 GB,2.7 GHz,,"
          449 990 Ft
        ",Windows 8.1,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/msi/px60-2qd-044cz-p287986265/,Nvidia GeForce GTX 950M,16 GB,Dedikált,5700HQ,1600 MHz,"15.6"""
,<title>Dell Latitude 3570 L3570-1 Notebook Árak - Dell Latitude 3570 L3570-1 Laptop Akció</title>,2 GB,2.5 GHz,,"
          341 973 Ft-tól
      ",Windows 7 Professional,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/dell/latitude-3570-l3570-1-p336471230/,Nvidia GeForce 920M,8 GB,Dedikált,6500U,1600 MHz,"15.6"""
,<title>Dell Inspiron 5558 181134 Notebook Árak - Dell Inspiron 5558 181134 Laptop Akció</title>,2 GB,2.4 GHz,,"
          215 000 Ft
        ",Linux,Intel Core i7,DDR3,1366 x 768,http://www.arukereso.hu/notebook-c3100/dell/inspiron-5558-181134-p291421333/,Nvidia GeForce 920M,8 GB,Dedikált,5500U,1600 MHz,"15.6"""
,<title>MSI GT72S-6QEG82FD Notebook Árak - MSI GT72S-6QEG82FD Laptop Akció</title>,4 GB,2.6 GHz,,"
          539 990 Ft
        ",Operációs rendszer nélkül,Intel Core i7,,1920 x 1080,http://www.arukereso.hu/notebook-c3100/msi/gt72s-6qeg82fd-p311418419/,Nvidia GeForce GTX 980M,8 GB,Dedikált,6700HQ,,"17.3"""
16 GB,<title>Dell Latitude E6540 E6540-38 Notebook Árak - Dell Latitude E6540 E6540-38 Laptop Akció</title>,2 GB,3 GHz,2,"
          609 020 Ft-tól
      ",Windows 8.1 Pro,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/dell/latitude-e6540-e6540-38-p326475473/,AMD Radeon HD 8790M,8 GB,Dedikált,4610M,1600 MHz,"15.6"""
16 GB,<title>Dell Inspiron 5558 INSP5559-2 Notebook Árak - Dell Inspiron 5558 INSP5559-2 Laptop Akció</title>,4 GB,2.5 GHz,2,"
          216 450 Ft-tól
      ",Linux,Intel Core i7,DDR3,1366 x 768,http://www.arukereso.hu/notebook-c3100/dell/inspiron-5558-insp5559-2-p328509737/,AMD Radeon R5 M335,8 GB,Dedikált,6500U,1600 MHz,"15.6"""
,<title>ASUS X751LB-T4240T Notebook Árak - ASUS X751LB-T4240T Laptop Akció</title>,2 GB,2.4 GHz,,"
          285 990 Ft
        ",Windows 10 Home,Intel Core i7,DDR3,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/x751lb-t4240t-p339647116/,Nvidia GeForce 940M,8 GB,Dedikált,5500U,1600 MHz,"17.3"""
,<title>ASUS ASUSPRO ADVANCED B551LG-CN009G Notebook Árak - ASUS ASUSPRO ADVANCED B551LG-CN009G Laptop Akció</title>,1 GB,1.7 GHz,,"
          316 990 Ft
        ",Windows 8 Pro,Intel Core i7,DDR3,1366 x 768,http://www.arukereso.hu/notebook-c3100/asus/asuspro-advanced-b551lg-cn009g-p233271947/,Intel HD 5000,8 GB,Dedikált,4650M,1600 MHz,"15.6"""
,<title>Dell Precision M4800 4800-8726 Notebook Árak - Dell Precision M4800 4800-8726 Laptop Akció</title>,2 GB,2.9 GHz,,"
          1 026 700 Ft
        ",Windows 8.1 Pro,Intel Core i7,DDR3,3840 x 2160,http://www.arukereso.hu/notebook-c3100/dell/precision-m4800-4800-8726-p326258459/,Nvidia Quadro K2100M ,16 GB,Dedikált,4910MQ,,"15.6"""
,<title>ASUS ROG G752VL-GC085T Notebook Árak - ASUS ROG G752VL-GC085T Laptop Akció</title>,2 GB,,,"
          551 990 Ft
        ",Windows 10 Home,Intel Core i7,,1920 x 1080,http://www.arukereso.hu/notebook-c3100/asus/rog-g752vl-gc085t-p332678457/,Nvidia GeForce GTX 965M,16 GB,Dedikált,6700HQ,,"17.3"""
