core,name,clock,price,rank,link,other_name,g3d_mark,description
Socket:BGA1224Clockspeed:2.2 GHzTurbo Speed:3.3 GHz4 (2 logical cores per physical)Typical TDP:45 W,Intel Core i7-2720QM @ 2.20GHz,Socket:BGA12242.2 GHzTurbo Speed:3.3 GHzNo of Cores:4 (2 logical cores per physical)Typical TDP:45 W,,6115Single Thread Rating: 1460,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-2720QM+%40+2.20GHz&id=883,Intel(R) Core(TM) i7-2720QM CPU @ 2.20GHz,,
Socket:PGA988BClockspeed:2.1 GHzTurbo Speed:3.0 GHz4 (2 logical cores per physical)Typical TDP:45 W,Intel Core i7-2710QE @ 2.10GHz,Socket:PGA988B2.1 GHzTurbo Speed:3.0 GHzNo of Cores:4 (2 logical cores per physical)Typical TDP:45 W,,5768Single Thread Rating: 1385,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-2710QE+%40+2.10GHz&id=882,Intel(R) Core(TM) i7-2710QE CPU @ 2.10GHz,,
Socket:BGA1023Clockspeed:2.1 GHzTurbo Speed:3.0 GHz4 (2 logical cores per physical)Typical TDP:45 W,Intel Core i7-2715QE @ 2.10GHz,Socket:BGA10232.1 GHzTurbo Speed:3.0 GHzNo of Cores:4 (2 logical cores per physical)Typical TDP:45 W,,5365Single Thread Rating: 1272,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-2715QE+%40+2.10GHz&id=1478,Intel(R) Core(TM) i7-2715QE CPU @ 2.10GHz,,
Socket:LGA1155Clockspeed:3.5 GHzTurbo Speed:3.9 GHz4 (2 logical cores per physical)Typical TDP:95 W,Intel Core i7-2700K @ 3.50GHz,Socket:LGA11553.5 GHzTurbo Speed:3.9 GHzNo of Cores:4 (2 logical cores per physical)Typical TDP:95 W,,8731Single Thread Rating: 2008,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-2700K+%40+3.50GHz&id=881,Intel(R) Core(TM) i7-2700K CPU @ 3.50GHz,,
Socket:BGA1023Clockspeed:1.8 GHzTurbo Speed:2.9 GHz2 (2 logical cores per physical)Typical TDP:17 W,Intel Core i7-2677M @ 1.80GHz,Socket:BGA10231.8 GHzTurbo Speed:2.9 GHzNo of Cores:2 (2 logical cores per physical)Typical TDP:17 W,,2829Single Thread Rating: 1189,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-2677M+%40+1.80GHz&id=880,Intel(R) Core(TM) i7-2677M CPU @ 1.80GHz,,
Socket:BGA1224Clockspeed:2.2 GHzTurbo Speed:3.1 GHz4 (2 logical cores per physical)Typical TDP:45 W,Intel Core i7-2675QM @ 2.20GHz,Socket:BGA12242.2 GHzTurbo Speed:3.1 GHzNo of Cores:4 (2 logical cores per physical)Typical TDP:45 W,,5536Single Thread Rating: 1299,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-2675QM+%40+2.20GHz&id=879,Intel(R) Core(TM) i7-2675QM CPU @ 2.20GHz,,
Socket:BGA1023Clockspeed:2.2 GHzTurbo Speed:2.9 GHz2 (2 logical cores per physical)Typical TDP:25 W,Intel Core i7-2655LE @ 2.20GHz,Socket:BGA10232.2 GHzTurbo Speed:2.9 GHzNo of Cores:2 (2 logical cores per physical)Typical TDP:25 W,,3161Single Thread Rating: 1356,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-2655LE+%40+2.20GHz&id=877,Intel(R) Core(TM) i7-2655LE CPU @ 2.20GHz,,
Socket:PGA988BClockspeed:2.2 GHzTurbo Speed:3.1 GHz4 (2 logical cores per physical)Typical TDP:45 W,Intel Core i7-2670QM @ 2.20GHz,Socket:PGA988B2.2 GHzTurbo Speed:3.1 GHzNo of Cores:4 (2 logical cores per physical)Typical TDP:45 W,,5909Single Thread Rating: 1397,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-2670QM+%40+2.20GHz&id=878,Intel(R) Core(TM) i7-2670QM CPU @ 2.20GHz,,
Socket:BGA1023Clockspeed:1.7 GHzTurbo Speed:2.8 GHz2 (2 logical cores per physical)Typical TDP:17 W,Intel Core i7-2637M @ 1.70GHz,Socket:BGA10231.7 GHzTurbo Speed:2.8 GHzNo of Cores:2 (2 logical cores per physical)Typical TDP:17 W,,2904Single Thread Rating: 1207,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-2637M+%40+1.70GHz&id=875,Intel(R) Core(TM) i7-2637M CPU @ 1.70GHz,,
Socket:BGA1023Clockspeed:2.8 GHzTurbo Speed:3.5 GHz2 (2 logical cores per physical)Typical TDP:35 W,Intel Core i7-2640M @ 2.80GHz,Socket:BGA10232.8 GHzTurbo Speed:3.5 GHzNo of Cores:2 (2 logical cores per physical)Typical TDP:35 W,,3928Single Thread Rating: 1594,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-2640M+%40+2.80GHz&id=876,Intel(R) Core(TM) i7-2640M CPU @ 2.80GHz,,
Socket:BGA1224Clockspeed:2.0 GHzTurbo Speed:2.9 GHz4 (2 logical cores per physical)Typical TDP:45 W,Intel Core i7-2635QM @ 2.00GHz,Socket:BGA12242.0 GHzTurbo Speed:2.9 GHzNo of Cores:4 (2 logical cores per physical)Typical TDP:45 W,,5460Single Thread Rating: 1290,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-2635QM+%40+2.00GHz&id=874,Intel(R) Core(TM) i7-2635QM CPU @ 2.00GHz,,
Clockspeed:1.6 GHzTurbo Speed:2.7 GHz2 (2 logical cores per physical),Intel Core i7-2630UM @ 1.60GHz,1.6 GHzTurbo Speed:2.7 GHzNo of Cores:2 (2 logical cores per physical),,2584Single Thread Rating: 1029,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-2630UM+%40+1.60GHz&id=2013,Intel(R) Core(TM) i7-2630UM CPU @ 1.60GHz,,
Socket:PGA988BClockspeed:2.0 GHzTurbo Speed:2.9 GHz4 (2 logical cores per physical)Typical TDP:45 W,Intel Core i7-2630QM @ 2.00GHz,Socket:PGA988B2.0 GHzTurbo Speed:2.9 GHzNo of Cores:4 (2 logical cores per physical)Typical TDP:45 W,,5542Single Thread Rating: 1315,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-2630QM+%40+2.00GHz&id=873,Intel(R) Core(TM) i7-2630QM CPU @ 2.00GHz,,
Socket:BGA1023Clockspeed:2.7 GHzTurbo Speed:3.4 GHz2 (2 logical cores per physical)Typical TDP:35 W,Intel Core i7-2620M @ 2.70GHz,Socket:BGA10232.7 GHzTurbo Speed:3.4 GHzNo of Cores:2 (2 logical cores per physical)Typical TDP:35 W,,3835Single Thread Rating: 1564,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-2620M+%40+2.70GHz&id=872,Intel(R) Core(TM) i7-2620M CPU @ 2.70GHz,,
Socket:BGA1023Clockspeed:1.5 GHzTurbo Speed:2.6 GHz2 (2 logical cores per physical)Typical TDP:17 W,Intel Core i7-2617M @ 1.50GHz,Socket:BGA10231.5 GHzTurbo Speed:2.6 GHzNo of Cores:2 (2 logical cores per physical)Typical TDP:17 W,,2818Single Thread Rating: 1162,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-2617M+%40+1.50GHz&id=871,Intel(R) Core(TM) i7-2617M CPU @ 1.50GHz,,
Socket:BGA1023Clockspeed:1.5 GHzTurbo Speed:2.4 GHz2 (2 logical cores per physical)Typical TDP:17 W,Intel Core i7-2610UE @ 1.50GHz,Socket:BGA10231.5 GHzTurbo Speed:2.4 GHzNo of Cores:2 (2 logical cores per physical)Typical TDP:17 W,,2481Single Thread Rating: 1080,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-2610UE+%40+1.50GHz&id=870,Intel(R) Core(TM) i7-2610UE CPU @ 1.50GHz,,
Socket:LGA1155Clockspeed:2.8 GHzTurbo Speed:3.8 GHz4 (2 logical cores per physical)Typical TDP:65 W,Intel Core i7-2600S @ 2.80GHz,Socket:LGA11552.8 GHzTurbo Speed:3.8 GHzNo of Cores:4 (2 logical cores per physical)Typical TDP:65 W,,7077Single Thread Rating: 1801,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-2600S+%40+2.80GHz&id=869,Intel(R) Core(TM) i7-2600S CPU @ 2.80GHz,,
Socket:LGA1155Clockspeed:3.4 GHzTurbo Speed:3.8 GHz4 (2 logical cores per physical)Typical TDP:95 W,Intel Core i7-2600K @ 3.40GHz,Socket:LGA11553.4 GHzTurbo Speed:3.8 GHzNo of Cores:4 (2 logical cores per physical)Typical TDP:95 W,,8458Single Thread Rating: 1942,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-2600K+%40+3.40GHz&id=868,Intel(R) Core(TM) i7-2600K CPU @ 3.40GHz,,
Socket:LGA1155Clockspeed:3.4 GHzTurbo Speed:3.8 GHz4 (2 logical cores per physical)Typical TDP:95 W,Intel Core i7-2600 @ 3.40GHz,Socket:LGA11553.4 GHzTurbo Speed:3.8 GHzNo of Cores:4 (2 logical cores per physical)Typical TDP:95 W,,8206Single Thread Rating: 1921,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-2600+%40+3.40GHz&id=1,Intel(R) Core(TM) i7-2600 CPU @ 3.40GHz,,
Description:Intel UHD Graphics 630Socket:FCLGA1151Clockspeed:3.6 GHzTurbo Speed:4.3 GHz6Typical TDP:95 W,Intel Core i5-8600K @ 3.60GHz,Description:Intel UHD Graphics 630Socket:FCLGA11513.6 GHzTurbo Speed:4.3 GHzNo of Cores:6Typical TDP:95 W,,12807Single Thread Rating: 2515,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-8600K+%40+3.60GHz&id=3100,Intel(R) Core(TM) i5-8600K CPU @ 3.60GHz,,Intel UHD Graphics 630Socket:FCLGA1151Clockspeed:3.6 GHzTurbo Speed:4.3 GHzNo of Cores:6Typical TDP:95 W
Description:Intel UHD Graphics 630Socket:FCLGA1151Clockspeed:2.8 GHzTurbo Speed:4.0 GHz6Typical TDP:65 W,Intel Core i5-8400 @ 2.80GHz,Description:Intel UHD Graphics 630Socket:FCLGA11512.8 GHzTurbo Speed:4.0 GHzNo of Cores:6Typical TDP:65 W,,11764Single Thread Rating: 2321,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-8400+%40+2.80GHz&id=3097,Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz,,Intel UHD Graphics 630Socket:FCLGA1151Clockspeed:2.8 GHzTurbo Speed:4.0 GHzNo of Cores:6Typical TDP:65 W
Description:Intel UHD Graphics 620Socket:FC-BGA1356Clockspeed:1.7 GHzTurbo Speed:3.6 GHz4 (2 logical cores per physical)TDP Down:10 WUp:25 WTypical TDP:15 W3,Intel Core i5-8350U @ 1.70GHz,Description:Intel UHD Graphics 620Socket:FC-BGA13561.7 GHzTurbo Speed:3.6 GHzNo of Cores:4 (2 logical cores per physical)TDP Down:10 WUp:25 WTypical TDP:15 W3,,8654Single Thread Rating: 2134,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-8350U+%40+1.70GHz&id=3150,Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz,,Intel UHD Graphics 620Socket:FC-BGA1356Clockspeed:1.7 GHzTurbo Speed:3.6 GHzNo of Cores:4 (2 logical cores per physical)TDP Down:10 WUp:25 WTypical TDP:15 W3
Socket:FCBGA1515Clockspeed:1.2 GHzTurbo Speed:3.2 GHz2 (2 logical cores per physical)TDP Down:3.5 WUp:7 WTypical TDP:4.5 W3,Intel Core i5-7Y54 @ 1.20GHz,Socket:FCBGA15151.2 GHzTurbo Speed:3.2 GHzNo of Cores:2 (2 logical cores per physical)TDP Down:3.5 WUp:7 WTypical TDP:4.5 W3,,3618Single Thread Rating: 1367,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-7Y54+%40+1.20GHz&id=2873,Intel(R) Core(TM) i5-7Y54 CPU @ 1.20GHz,,
Description:Intel HD Graphics 620Socket:FC-BGA1356Clockspeed:1.6 GHzTurbo Speed:3.4 GHz4 (2 logical cores per physical)TDP Down:10 WUp:25 WTypical TDP:15 W3,Intel Core i5-8250U @ 1.60GHz,Description:Intel HD Graphics 620Socket:FC-BGA13561.6 GHzTurbo Speed:3.4 GHzNo of Cores:4 (2 logical cores per physical)TDP Down:10 WUp:25 WTypical TDP:15 W3,,7607Single Thread Rating: 1919,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-8250U+%40+1.60GHz&id=3042,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,,Intel HD Graphics 620Socket:FC-BGA1356Clockspeed:1.6 GHzTurbo Speed:3.4 GHzNo of Cores:4 (2 logical cores per physical)TDP Down:10 WUp:25 WTypical TDP:15 W3
Description:Intel HD Graphics 615Socket:FCBGA1515Clockspeed:1.2 GHzTurbo Speed:3.3 GHz2 (2 logical cores per physical)TDP Down:3.5 WUp:7 WTypical TDP:4.5 W3,Intel Core i5-7Y57 @ 1.20GHz,Description:Intel HD Graphics 615Socket:FCBGA15151.2 GHzTurbo Speed:3.3 GHzNo of Cores:2 (2 logical cores per physical)TDP Down:3.5 WUp:7 WTypical TDP:4.5 W3,,3777Single Thread Rating: 1376,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-7Y57+%40+1.20GHz&id=2956,Intel(R) Core(TM) i5-7Y57 CPU @ 1.20GHz,,Intel HD Graphics 615Socket:FCBGA1515Clockspeed:1.2 GHzTurbo Speed:3.3 GHzNo of Cores:2 (2 logical cores per physical)TDP Down:3.5 WUp:7 WTypical TDP:4.5 W3
Socket:FCLGA2066Clockspeed:4.0 GHzTurbo Speed:4.2 GHz4Typical TDP:112 W,Intel Core i5-7640X @ 4.00GHz,Socket:FCLGA20664.0 GHzTurbo Speed:4.2 GHzNo of Cores:4Typical TDP:112 W,,9222Single Thread Rating: 2449,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-7640X+%40+4.00GHz&id=3045,Intel(R) Core(TM) i5-7640X CPU @ 4.00GHz,,
Description:Intel HD Graphics 630Socket:FCLGA1151Clockspeed:2.8 GHzTurbo Speed:3.7 GHz4Typical TDP:35 W,Intel Core i5-7600T @ 2.80GHz,Description:Intel HD Graphics 630Socket:FCLGA11512.8 GHzTurbo Speed:3.7 GHzNo of Cores:4Typical TDP:35 W,,8163Single Thread Rating: 2120,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-7600T+%40+2.80GHz&id=2928,Intel(R) Core(TM) i5-7600T CPU @ 2.80GHz,,Intel HD Graphics 630Socket:FCLGA1151Clockspeed:2.8 GHzTurbo Speed:3.7 GHzNo of Cores:4Typical TDP:35 W
Description:Intel HD Graphics 630Socket:FCLGA1151Clockspeed:3.5 GHzTurbo Speed:4.1 GHz4Typical TDP:65 W,Intel Core i5-7600 @ 3.50GHz,Description:Intel HD Graphics 630Socket:FCLGA11513.5 GHzTurbo Speed:4.1 GHzNo of Cores:4Typical TDP:65 W,,8879Single Thread Rating: 2311,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-7600+%40+3.50GHz&id=2920,Intel(R) Core(TM) i5-7600 CPU @ 3.50GHz,,Intel HD Graphics 630Socket:FCLGA1151Clockspeed:3.5 GHzTurbo Speed:4.1 GHzNo of Cores:4Typical TDP:65 W
Socket:FCLGA1151Clockspeed:3.8 GHzTurbo Speed:4.2 GHz4Typical TDP:91 W,Intel Core i5-7600K @ 3.80GHz,Socket:FCLGA11513.8 GHzTurbo Speed:4.2 GHzNo of Cores:4Typical TDP:91 W,,9153Single Thread Rating: 2385,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-7600K+%40+3.80GHz&id=2919,Intel(R) Core(TM) i5-7600K CPU @ 3.80GHz,,
Socket:LGA1156Clockspeed:2.8 GHzTurbo Speed:3.3 GHz4Typical TDP:95 W,Intel Core i5-760 @ 2.80GHz,Socket:LGA11562.8 GHzTurbo Speed:3.3 GHzNo of Cores:4Typical TDP:95 W,,3896Single Thread Rating: 1199,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-760+%40+2.80GHz&id=773,Intel(R) Core(TM) i5 CPU 760 @ 2.80GHz,,
Description:Intel HD Graphics 630Socket:FCLGA1151Clockspeed:2.7 GHzTurbo Speed:3.3 GHz4Typical TDP:35 W,Intel Core i5-7500T @ 2.70GHz,Description:Intel HD Graphics 630Socket:FCLGA11512.7 GHzTurbo Speed:3.3 GHzNo of Cores:4Typical TDP:35 W,,7153Single Thread Rating: 1870,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-7500T+%40+2.70GHz&id=2917,Intel(R) Core(TM) i5-7500T CPU @ 2.70GHz,,Intel HD Graphics 630Socket:FCLGA1151Clockspeed:2.7 GHzTurbo Speed:3.3 GHzNo of Cores:4Typical TDP:35 W
Socket:LGA1151Clockspeed:3.4 GHzTurbo Speed:3.8 GHz4Typical TDP:65 W,Intel Core i5-7500 @ 3.40GHz,Socket:LGA11513.4 GHzTurbo Speed:3.8 GHzNo of Cores:4Typical TDP:65 W,,8089Single Thread Rating: 2121,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-7500+%40+3.40GHz&id=2910,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,,
Socket:LGA1156Clockspeed:2.7 GHzTurbo Speed:3.2 GHz4Typical TDP:95 W,Intel Core i5-750 @ 2.67GHz,Socket:LGA11562.7 GHzTurbo Speed:3.2 GHzNo of Cores:4Typical TDP:95 W,,3704Single Thread Rating: 1140,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-750+%40+2.67GHz&id=772,"Intel(R) Core(TM) CPU 750 @ 2.67GHz, Intel(R) Core(TM) i5 CPU 750 @ 2.67GHz",,
Socket:LGA1151Clockspeed:2.4 GHzTurbo Speed:3.0 GHz4Typical TDP:35 W,Intel Core i5-7400T @ 2.40GHz,Socket:LGA11512.4 GHzTurbo Speed:3.0 GHzNo of Cores:4Typical TDP:35 W,,6580Single Thread Rating: 1703,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-7400T+%40+2.40GHz&id=2889,Intel(R) Core(TM) i5-7400T CPU @ 2.40GHz,,
Description:Intel HD Graphics 630Socket:BGA1440Clockspeed:2.8 GHzTurbo Speed:3.8 GHz4TDP Down:35 WTypical TDP:45 W3,Intel Core i5-7440HQ @ 2.80GHz,Description:Intel HD Graphics 630Socket:BGA14402.8 GHzTurbo Speed:3.8 GHzNo of Cores:4TDP Down:35 WTypical TDP:45 W3,,8008Single Thread Rating: 2152,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-7440HQ+%40+2.80GHz&id=2962,Intel(R) Core(TM) i5-7440HQ CPU @ 2.80GHz,,Intel HD Graphics 630Socket:BGA1440Clockspeed:2.8 GHzTurbo Speed:3.8 GHzNo of Cores:4TDP Down:35 WTypical TDP:45 W3
Description:Intel HD Graphics 630Socket:FCLGA1151Clockspeed:3.0 GHzTurbo Speed:3.5 GHz4Typical TDP:65 W,Intel Core i5-7400 @ 3.00GHz,Description:Intel HD Graphics 630Socket:FCLGA11513.0 GHzTurbo Speed:3.5 GHzNo of Cores:4Typical TDP:65 W,,7401Single Thread Rating: 1958,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-7400+%40+3.00GHz&id=2929,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,,Intel HD Graphics 630Socket:FCLGA1151Clockspeed:3.0 GHzTurbo Speed:3.5 GHzNo of Cores:4Typical TDP:65 W
Description:Intel Iris Plus Graphics 640Socket:FCBGA1356Clockspeed:2.3 GHzTurbo Speed:3.6 GHz2 (2 logical cores per physical)TDP Down:9.5 WTypical TDP:15 W3,Intel Core i5-7360U @ 2.30GHz,Description:Intel Iris Plus Graphics 640Socket:FCBGA13562.3 GHzTurbo Speed:3.6 GHzNo of Cores:2 (2 logical cores per physical)TDP Down:9.5 WTypical TDP:15 W3,,5960Single Thread Rating: 2029,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-7360U+%40+2.30GHz&id=3036,Intel(R) Core(TM) i5-7360U CPU @ 2.30GHz,,Intel Iris Plus Graphics 640Socket:FCBGA1356Clockspeed:2.3 GHzTurbo Speed:3.6 GHzNo of Cores:2 (2 logical cores per physical)TDP Down:9.5 WTypical TDP:15 W3
Description:Intel HD Graphics 620Socket:FCBGA1356Clockspeed:2.6 GHzTurbo Speed:3.5 GHz2 (2 logical cores per physical)TDP Down:7.5 WUp:25 WTypical TDP:15 W3,Intel Core i5-7300U @ 2.60GHz,Description:Intel HD Graphics 620Socket:FCBGA13562.6 GHzTurbo Speed:3.5 GHzNo of Cores:2 (2 logical cores per physical)TDP Down:7.5 WUp:25 WTypical TDP:15 W3,,5127Single Thread Rating: 1949,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-7300U+%40+2.60GHz&id=2955,Intel(R) Core(TM) i5-7300U CPU @ 2.60GHz,,Intel HD Graphics 620Socket:FCBGA1356Clockspeed:2.6 GHzTurbo Speed:3.5 GHzNo of Cores:2 (2 logical cores per physical)TDP Down:7.5 WUp:25 WTypical TDP:15 W3
Description:Intel Iris Plus Graphics 640Socket:BGA1356Clockspeed:2.2 GHzTurbo Speed:3.4 GHz2 (2 logical cores per physical)TDP Down:9.5 WTypical TDP:15 W3,Intel Core i5-7260U @ 2.20GHz,Description:Intel Iris Plus Graphics 640Socket:BGA13562.2 GHzTurbo Speed:3.4 GHzNo of Cores:2 (2 logical cores per physical)TDP Down:9.5 WTypical TDP:15 W3,,5733Single Thread Rating: 1963,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-7260U+%40+2.20GHz&id=2993,Intel(R) Core(TM) i5-7260U CPU @ 2.20GHz,,Intel Iris Plus Graphics 640Socket:BGA1356Clockspeed:2.2 GHzTurbo Speed:3.4 GHzNo of Cores:2 (2 logical cores per physical)TDP Down:9.5 WTypical TDP:15 W3
Description:Intel HD Graphics 630Clockspeed:2.5 GHzTurbo Speed:3.5 GHz4TDP Down:35 WTypical TDP:45 W3,Intel Core i5-7300HQ @ 2.50GHz,Description:Intel HD Graphics 6302.5 GHzTurbo Speed:3.5 GHzNo of Cores:4TDP Down:35 WTypical TDP:45 W3,,6849Single Thread Rating: 1879,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-7300HQ+%40+2.50GHz&id=2922,Intel(R) Core(TM) i5-7300HQ CPU @ 2.50GHz,,Intel HD Graphics 630Clockspeed:2.5 GHzTurbo Speed:3.5 GHzNo of Cores:4TDP Down:35 WTypical TDP:45 W3
Description:Intel Iris Plus Graphics 650Socket:BGA1356Clockspeed:3.1 GHzTurbo Speed:3.5 GHz2 (2 logical cores per physical)TDP Down:23 WTypical TDP:28 W3,Intel Core i5-7267U @ 3.10GHz,Description:Intel Iris Plus Graphics 650Socket:BGA13563.1 GHzTurbo Speed:3.5 GHzNo of Cores:2 (2 logical cores per physical)TDP Down:23 WTypical TDP:28 W3,,5060Single Thread Rating: 1811,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-7267U+%40+3.10GHz&id=3051,Intel(R) Core(TM) i5-7267U CPU @ 3.10GHz,,Intel Iris Plus Graphics 650Socket:BGA1356Clockspeed:3.1 GHzTurbo Speed:3.5 GHzNo of Cores:2 (2 logical cores per physical)TDP Down:23 WTypical TDP:28 W3
Socket:FCBGA1356Clockspeed:2.5 GHzTurbo Speed:3.1 GHz2 (2 logical cores per physical)TDP Down:7.5 WUp:25 WTypical TDP:15 W3,Intel Core i5-7200U @ 2.50GHz,Socket:FCBGA13562.5 GHzTurbo Speed:3.1 GHzNo of Cores:2 (2 logical cores per physical)TDP Down:7.5 WUp:25 WTypical TDP:15 W3,,4658Single Thread Rating: 1737,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-7200U+%40+2.50GHz&id=2865,Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz,,
Socket:LGA1156Clockspeed:3.6 GHzTurbo Speed:3.9 GHz2 (2 logical cores per physical)Typical TDP:73 W,Intel Core i5-680 @ 3.60GHz,Socket:LGA11563.6 GHzTurbo Speed:3.9 GHzNo of Cores:2 (2 logical cores per physical)Typical TDP:73 W,,3506Single Thread Rating: 1540,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-680+%40+3.60GHz&id=771,Intel(R) Core(TM) i5 CPU 680 @ 3.60GHz,,
Socket:LGA1156Clockspeed:3.5 GHzTurbo Speed:3.7 GHz2 (2 logical cores per physical)Typical TDP:73 W,Intel Core i5-670 @ 3.47GHz,Socket:LGA11563.5 GHzTurbo Speed:3.7 GHzNo of Cores:2 (2 logical cores per physical)Typical TDP:73 W,,3312Single Thread Rating: 1401,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-670+%40+3.47GHz&id=770,Intel(R) Core(TM) i5 CPU 670 @ 3.47GHz,,
Socket:LGA1156Clockspeed:3.3 GHzTurbo Speed:3.6 GHz2 (2 logical cores per physical)Typical TDP:87 W,Intel Core i5-661 @ 3.33GHz,Socket:LGA11563.3 GHzTurbo Speed:3.6 GHzNo of Cores:2 (2 logical cores per physical)Typical TDP:87 W,,3187Single Thread Rating: 1326,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-661+%40+3.33GHz&id=769,Intel(R) Core(TM) i5 CPU 661 @ 3.33GHz,,
Socket:LGA 1151Clockspeed:2.7 GHzTurbo Speed:3.5 GHz4Typical TDP:35 W,Intel Core i5-6600T @ 2.70GHz,Socket:LGA 11512.7 GHzTurbo Speed:3.5 GHzNo of Cores:4Typical TDP:35 W,,7302Single Thread Rating: 1921,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-6600T+%40+2.70GHz&id=2613,Intel(R) Core(TM) i5-6600T CPU @ 2.70GHz,,
Socket:FCLGA1151Clockspeed:3.5 GHzTurbo Speed:3.9 GHz4Typical TDP:91 W,Intel Core i5-6600K @ 3.50GHz,Socket:FCLGA11513.5 GHzTurbo Speed:3.9 GHzNo of Cores:4Typical TDP:91 W,,8042Single Thread Rating: 2149,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-6600K+%40+3.50GHz&id=2570,Intel(R) Core(TM) i5-6600K CPU @ 3.50GHz,,
Socket:LGA 1151Clockspeed:3.3 GHzTurbo Speed:3.9 GHz4Typical TDP:65 W,Intel Core i5-6600 @ 3.30GHz,Socket:LGA 11513.3 GHzTurbo Speed:3.9 GHzNo of Cores:4Typical TDP:65 W,,7759Single Thread Rating: 2097,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-6600+%40+3.30GHz&id=2594,Intel(R) Core(TM) i5-6600 CPU @ 3.30GHz,,
Socket:LGA1156Clockspeed:3.3 GHzTurbo Speed:3.6 GHz2 (2 logical cores per physical)Typical TDP:73 W,Intel Core i5-660 @ 3.33GHz,Socket:LGA11563.3 GHzTurbo Speed:3.6 GHzNo of Cores:2 (2 logical cores per physical)Typical TDP:73 W,,3256Single Thread Rating: 1385,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-660+%40+3.33GHz&id=768,Intel(R) Core(TM) i5 CPU 660 @ 3.33GHz,,
Socket:LGA 1151Clockspeed:2.3 GHzTurbo Speed:3.3 GHz4Typical TDP:35 W,Intel Core i5-6500TE @ 2.30GHz,Socket:LGA 11512.3 GHzTurbo Speed:3.3 GHzNo of Cores:4Typical TDP:35 W,,6585Single Thread Rating: 1770,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i5-6500TE+%40+2.30GHz&id=2680,Intel(R) Core(TM) i5-6500TE CPU @ 2.30GHz,,
